domain,instance_name,r,a,r_a,r_a_2,r_a_3,a_r,a_r_2,a_r_3,f1,f2,f3,f_horn,n_facts,f_normal,f_constr,c_r,best_config,min_time
GraphColouring,0038-wgc-n40-d30-p90.asp,2929,818,3.580685,12.821302,45.909039,0.279276,0.077995,0.021782,0.027654,0.775009,0.0,0.944691,537,0.196996,0.77535,0.77535,CLINGO-AMO,0.291408
GraphColouring,0039-wgc-n40-d30-p10.asp,2929,818,3.580685,12.821302,45.909039,0.279276,0.077995,0.021782,0.027654,0.775009,0.0,0.944691,537,0.196996,0.77535,0.77535,CLINGO-AMO,0.087119
GraphColouring,0039-wgc-n40-d30-p20.asp,2929,818,3.580685,12.821302,45.909039,0.279276,0.077995,0.021782,0.027654,0.775009,0.0,0.944691,537,0.196996,0.77535,0.77535,CLINGO-AMO,0.087237
GraphColouring,0039-wgc-n40-d30-p29.asp,2929,818,3.580685,12.821302,45.909039,0.279276,0.077995,0.021782,0.027654,0.775009,0.0,0.944691,537,0.196996,0.77535,0.77535,CLINGO-AMO,0.0882469999999999
GraphColouring,0039-wgc-n40-d30-p41.asp,2929,818,3.580685,12.821302,45.909039,0.279276,0.077995,0.021782,0.027654,0.775009,0.0,0.944691,537,0.196996,0.77535,0.77535,AMOCLINGO-L,0.587341
GraphColouring,0039-wgc-n40-d30-p49.asp,2929,818,3.580685,12.821302,45.909039,0.279276,0.077995,0.021782,0.027654,0.775009,0.0,0.944691,537,0.196996,0.77535,0.77535,AMOCLINGO-L,0.578966
GraphColouring,0039-wgc-n40-d30-p58.asp,2929,818,3.580685,12.821302,45.909039,0.279276,0.077995,0.021782,0.027654,0.775009,0.0,0.944691,537,0.196996,0.77535,0.77535,EOCLINGO-L,0.543562
GraphColouring,0039-wgc-n40-d30-p68.asp,2929,818,3.580685,12.821302,45.909039,0.279276,0.077995,0.021782,0.027654,0.775009,0.0,0.944691,537,0.196996,0.77535,0.77535,AMOCLINGO-L,0.5418890000000001
GraphColouring,0039-wgc-n40-d30-p78.asp,2929,818,3.580685,12.821302,45.909039,0.279276,0.077995,0.021782,0.027654,0.775009,0.0,0.944691,537,0.196996,0.77535,0.77535,CLINGO-AMO,0.239398
GraphColouring,0039-wgc-n40-d30-p88.asp,2929,818,3.580685,12.821302,45.909039,0.279276,0.077995,0.021782,0.027654,0.775009,0.0,0.944691,537,0.196996,0.77535,0.77535,EOCLINGO-L,0.542411
GraphColouring,0040-wgc-n40-d30-p11.asp,2881,810,3.55679,12.650756,44.996084,0.281152,0.079047,0.022224,0.028115,0.774037,0.0,0.94377,529,0.197501,0.774384,0.774384,CLINGO-AMO,0.0914509999999999
GraphColouring,0040-wgc-n40-d30-p18.asp,2881,810,3.55679,12.650756,44.996084,0.281152,0.079047,0.022224,0.028115,0.774037,0.0,0.94377,529,0.197501,0.774384,0.774384,CLINGO-AMO,0.08768
GraphColouring,0040-wgc-n40-d30-p31.asp,2881,810,3.55679,12.650756,44.996084,0.281152,0.079047,0.022224,0.028115,0.774037,0.0,0.94377,529,0.197501,0.774384,0.774384,CLINGO-AMO,0.08915
GraphColouring,0040-wgc-n40-d30-p39.asp,2881,810,3.55679,12.650756,44.996084,0.281152,0.079047,0.022224,0.028115,0.774037,0.0,0.94377,529,0.197501,0.774384,0.774384,AMOCLINGO-L,1.038437
GraphColouring,0040-wgc-n40-d30-p48.asp,2881,810,3.55679,12.650756,44.996084,0.281152,0.079047,0.022224,0.028115,0.774037,0.0,0.94377,529,0.197501,0.774384,0.774384,AMOCLINGO-L,0.553327
GraphColouring,0040-wgc-n40-d30-p60.asp,2881,810,3.55679,12.650756,44.996084,0.281152,0.079047,0.022224,0.028115,0.774037,0.0,0.94377,529,0.197501,0.774384,0.774384,EOCLINGO-L,0.541867
GraphColouring,0040-wgc-n40-d30-p71.asp,2881,810,3.55679,12.650756,44.996084,0.281152,0.079047,0.022224,0.028115,0.774037,0.0,0.94377,529,0.197501,0.774384,0.774384,AMOCLINGO-L,0.541309
GraphColouring,0040-wgc-n40-d30-p80.asp,2881,810,3.55679,12.650756,44.996084,0.281152,0.079047,0.022224,0.028115,0.774037,0.0,0.94377,529,0.197501,0.774384,0.774384,EOCLINGO-INF-MR,0.5425679999999999
GraphColouring,0040-wgc-n40-d30-p88.asp,2881,810,3.55679,12.650756,44.996084,0.281152,0.079047,0.022224,0.028115,0.774037,0.0,0.94377,529,0.197501,0.774384,0.774384,CLINGO-AMO,0.302952
GraphColouring,0041-wgc-n40-d50-p21.asp,5113,1182,4.325719,18.711846,80.94219,0.231175,0.053442,0.012354,0.015842,0.799922,0.0,0.968316,901,0.184041,0.800117,0.800117,CLINGO-AMO,0.097707
GraphColouring,0041-wgc-n40-d50-p28.asp,5113,1182,4.325719,18.711846,80.94219,0.231175,0.053442,0.012354,0.015842,0.799922,0.0,0.968316,901,0.184041,0.800117,0.800117,EOCLINGO-INF-MR,0.56979
GraphColouring,0041-wgc-n40-d50-p38.asp,5113,1182,4.325719,18.711846,80.94219,0.231175,0.053442,0.012354,0.015842,0.799922,0.0,0.968316,901,0.184041,0.800117,0.800117,EOCLINGO-INF-MR,0.571602
GraphColouring,0041-wgc-n40-d50-p48.asp,5113,1182,4.325719,18.711846,80.94219,0.231175,0.053442,0.012354,0.015842,0.799922,0.0,0.968316,901,0.184041,0.800117,0.800117,EOCLINGO-INF-MR,0.573603
GraphColouring,0041-wgc-n40-d50-p59.asp,5113,1182,4.325719,18.711846,80.94219,0.231175,0.053442,0.012354,0.015842,0.799922,0.0,0.968316,901,0.184041,0.800117,0.800117,EOCLINGO-L,0.570628
GraphColouring,0041-wgc-n40-d50-p68.asp,5113,1182,4.325719,18.711846,80.94219,0.231175,0.053442,0.012354,0.015842,0.799922,0.0,0.968316,901,0.184041,0.800117,0.800117,EOCLINGO-L,0.56896
GraphColouring,0041-wgc-n40-d50-p8.asp,5113,1182,4.325719,18.711846,80.94219,0.231175,0.053442,0.012354,0.015842,0.799922,0.0,0.968316,901,0.184041,0.800117,0.800117,CLINGO-AMO,0.091628
GraphColouring,0041-wgc-n40-d50-p81.asp,5113,1182,4.325719,18.711846,80.94219,0.231175,0.053442,0.012354,0.015842,0.799922,0.0,0.968316,901,0.184041,0.800117,0.800117,AMOCLINGO-L,0.572105
GraphColouring,0041-wgc-n40-d50-p91.asp,5113,1182,4.325719,18.711846,80.94219,0.231175,0.053442,0.012354,0.015842,0.799922,0.0,0.968316,901,0.184041,0.800117,0.800117,CLINGO-AMO,0.10964
GraphColouring,0042-wgc-n40-d50-p18.asp,5185,1194,4.342546,18.857706,81.890458,0.23028,0.053029,0.012211,0.015622,0.800386,0.0,0.968756,913,0.183799,0.800579,0.800579,CLINGO-AMO,0.092027
GraphColouring,0042-wgc-n40-d50-p29.asp,5185,1194,4.342546,18.857706,81.890458,0.23028,0.053029,0.012211,0.015622,0.800386,0.0,0.968756,913,0.183799,0.800579,0.800579,EOCLINGO-INF-MR,0.5716760000000001
GraphColouring,0042-wgc-n40-d50-p38.asp,5185,1194,4.342546,18.857706,81.890458,0.23028,0.053029,0.012211,0.015622,0.800386,0.0,0.968756,913,0.183799,0.800579,0.800579,EOCLINGO-INF-MR,0.572564
GraphColouring,0042-wgc-n40-d50-p50.asp,5185,1194,4.342546,18.857706,81.890458,0.23028,0.053029,0.012211,0.015622,0.800386,0.0,0.968756,913,0.183799,0.800579,0.800579,EOCLINGO-L,0.571414
GraphColouring,0042-wgc-n40-d50-p60.asp,5185,1194,4.342546,18.857706,81.890458,0.23028,0.053029,0.012211,0.015622,0.800386,0.0,0.968756,913,0.183799,0.800579,0.800579,EOCLINGO-L,0.573651
GraphColouring,0042-wgc-n40-d50-p70.asp,5185,1194,4.342546,18.857706,81.890458,0.23028,0.053029,0.012211,0.015622,0.800386,0.0,0.968756,913,0.183799,0.800579,0.800579,CLINGO-AMO,0.103432
GraphColouring,0042-wgc-n40-d50-p78.asp,5185,1194,4.342546,18.857706,81.890458,0.23028,0.053029,0.012211,0.015622,0.800386,0.0,0.968756,913,0.183799,0.800579,0.800579,AMOCLINGO-L,0.572127
GraphColouring,0042-wgc-n40-d50-p9.asp,5185,1194,4.342546,18.857706,81.890458,0.23028,0.053029,0.012211,0.015622,0.800386,0.0,0.968756,913,0.183799,0.800579,0.800579,CLINGO-AMO,0.090763
GraphColouring,0042-wgc-n40-d50-p91.asp,5185,1194,4.342546,18.857706,81.890458,0.23028,0.053029,0.012211,0.015622,0.800386,0.0,0.968756,913,0.183799,0.800579,0.800579,EOCLINGO-L,0.571207
GraphColouring,0043-wgc-n40-d50-p21.asp,5005,1164,4.299828,18.488522,79.497469,0.232567,0.054088,0.012579,0.016184,0.799201,0.0,0.967632,883,0.184416,0.799401,0.799401,EOCLINGO-INF-MR,0.569601
GraphColouring,0043-wgc-n40-d50-p29.asp,5005,1164,4.299828,18.488522,79.497469,0.232567,0.054088,0.012579,0.016184,0.799201,0.0,0.967632,883,0.184416,0.799401,0.799401,EOCLINGO-L,0.5698139999999999
GraphColouring,0043-wgc-n40-d50-p41.asp,5005,1164,4.299828,18.488522,79.497469,0.232567,0.054088,0.012579,0.016184,0.799201,0.0,0.967632,883,0.184416,0.799401,0.799401,EOCLINGO-INF-MR,0.569564
GraphColouring,0043-wgc-n40-d50-p50.asp,5005,1164,4.299828,18.488522,79.497469,0.232567,0.054088,0.012579,0.016184,0.799201,0.0,0.967632,883,0.184416,0.799401,0.799401,CLINGO-AMO,0.468171
GraphColouring,0043-wgc-n40-d50-p59.asp,5005,1164,4.299828,18.488522,79.497469,0.232567,0.054088,0.012579,0.016184,0.799201,0.0,0.967632,883,0.184416,0.799401,0.799401,CLINGO-AMO,0.102543
GraphColouring,0043-wgc-n40-d50-p69.asp,5005,1164,4.299828,18.488522,79.497469,0.232567,0.054088,0.012579,0.016184,0.799201,0.0,0.967632,883,0.184416,0.799401,0.799401,CLINGO-AMO,0.383429
GraphColouring,0043-wgc-n40-d50-p79.asp,5005,1164,4.299828,18.488522,79.497469,0.232567,0.054088,0.012579,0.016184,0.799201,0.0,0.967632,883,0.184416,0.799401,0.799401,AMOCLINGO-L,0.569959
GraphColouring,0043-wgc-n40-d50-p8.asp,5005,1164,4.299828,18.488522,79.497469,0.232567,0.054088,0.012579,0.016184,0.799201,0.0,0.967632,883,0.184416,0.799401,0.799401,CLINGO-AMO,0.093635
GraphColouring,0043-wgc-n40-d50-p89.asp,5005,1164,4.299828,18.488522,79.497469,0.232567,0.054088,0.012579,0.016184,0.799201,0.0,0.967632,883,0.184416,0.799401,0.799401,AMOCLINGO-L,0.5706610000000001
GraphColouring,0044-wgc-n40-d50-p19.asp,4765,1124,4.239324,17.971867,76.188563,0.235887,0.055643,0.013125,0.016999,0.797482,0.0,0.966002,843,0.18531,0.797692,0.797692,CLINGO-AMO,0.094416
GraphColouring,0044-wgc-n40-d50-p31.asp,4765,1124,4.239324,17.971867,76.188563,0.235887,0.055643,0.013125,0.016999,0.797482,0.0,0.966002,843,0.18531,0.797692,0.797692,EOCLINGO-INF-MR,0.567692
GraphColouring,0044-wgc-n40-d50-p38.asp,4765,1124,4.239324,17.971867,76.188563,0.235887,0.055643,0.013125,0.016999,0.797482,0.0,0.966002,843,0.18531,0.797692,0.797692,EOCLINGO-INF-MR,0.5667220000000001
GraphColouring,0044-wgc-n40-d50-p51.asp,4765,1124,4.239324,17.971867,76.188563,0.235887,0.055643,0.013125,0.016999,0.797482,0.0,0.966002,843,0.18531,0.797692,0.797692,AMOCLINGO-L,0.5694319999999999
GraphColouring,0044-wgc-n40-d50-p60.asp,4765,1124,4.239324,17.971867,76.188563,0.235887,0.055643,0.013125,0.016999,0.797482,0.0,0.966002,843,0.18531,0.797692,0.797692,CLINGO-AMO,0.10557
GraphColouring,0044-wgc-n40-d50-p69.asp,4765,1124,4.239324,17.971867,76.188563,0.235887,0.055643,0.013125,0.016999,0.797482,0.0,0.966002,843,0.18531,0.797692,0.797692,EOCLINGO-L,0.567338
GraphColouring,0044-wgc-n40-d50-p78.asp,4765,1124,4.239324,17.971867,76.188563,0.235887,0.055643,0.013125,0.016999,0.797482,0.0,0.966002,843,0.18531,0.797692,0.797692,CLINGO-AMO,0.5075879999999999
GraphColouring,0044-wgc-n40-d50-p8.asp,4765,1124,4.239324,17.971867,76.188563,0.235887,0.055643,0.013125,0.016999,0.797482,0.0,0.966002,843,0.18531,0.797692,0.797692,CLINGO-AMO,0.089702
GraphColouring,0044-wgc-n40-d50-p90.asp,4765,1124,4.239324,17.971867,76.188563,0.235887,0.055643,0.013125,0.016999,0.797482,0.0,0.966002,843,0.18531,0.797692,0.797692,CLINGO-AMO,0.1430509999999999
GraphColouring,0045-wgc-n40-d50-p19.asp,5029,1168,4.305651,18.538628,79.820856,0.232253,0.053941,0.012528,0.016107,0.799364,0.0,0.967787,887,0.184331,0.799563,0.799563,CLINGO-AMO,0.093678
GraphColouring,0045-wgc-n40-d50-p29.asp,5029,1168,4.305651,18.538628,79.820856,0.232253,0.053941,0.012528,0.016107,0.799364,0.0,0.967787,887,0.184331,0.799563,0.799563,EOCLINGO-INF-MR,0.571277
GraphColouring,0045-wgc-n40-d50-p40.asp,5029,1168,4.305651,18.538628,79.820856,0.232253,0.053941,0.012528,0.016107,0.799364,0.0,0.967787,887,0.184331,0.799563,0.799563,EOCLINGO-L,0.572887
GraphColouring,0045-wgc-n40-d50-p48.asp,5029,1168,4.305651,18.538628,79.820856,0.232253,0.053941,0.012528,0.016107,0.799364,0.0,0.967787,887,0.184331,0.799563,0.799563,EOCLINGO-INF-MR,0.573844
GraphColouring,0045-wgc-n40-d50-p59.asp,5029,1168,4.305651,18.538628,79.820856,0.232253,0.053941,0.012528,0.016107,0.799364,0.0,0.967787,887,0.184331,0.799563,0.799563,CLINGO-AMO,0.100406
GraphColouring,0045-wgc-n40-d50-p71.asp,5029,1168,4.305651,18.538628,79.820856,0.232253,0.053941,0.012528,0.016107,0.799364,0.0,0.967787,887,0.184331,0.799563,0.799563,EOCLINGO-L,0.568219
GraphColouring,0045-wgc-n40-d50-p8.asp,5029,1168,4.305651,18.538628,79.820856,0.232253,0.053941,0.012528,0.016107,0.799364,0.0,0.967787,887,0.184331,0.799563,0.799563,CLINGO-AMO,0.090111
GraphColouring,0045-wgc-n40-d50-p80.asp,5029,1168,4.305651,18.538628,79.820856,0.232253,0.053941,0.012528,0.016107,0.799364,0.0,0.967787,887,0.184331,0.799563,0.799563,CLINGO-AMO,0.09459
GraphColouring,0045-wgc-n40-d50-p90.asp,5029,1168,4.305651,18.538628,79.820856,0.232253,0.053941,0.012528,0.016107,0.799364,0.0,0.967787,887,0.184331,0.799563,0.799563,EOCLINGO-INF-MR,0.570451
GraphColouring,0046-wgc-n40-d50-p11.asp,4969,1158,4.291019,18.412844,79.009864,0.233045,0.05431,0.012657,0.016301,0.798954,0.0,0.967398,877,0.184544,0.799155,0.799155,CLINGO-AMO,0.093578
GraphColouring,0046-wgc-n40-d50-p18.asp,4969,1158,4.291019,18.412844,79.009864,0.233045,0.05431,0.012657,0.016301,0.798954,0.0,0.967398,877,0.184544,0.799155,0.799155,CLINGO-AMO,0.091514
GraphColouring,0046-wgc-n40-d50-p29.asp,4969,1158,4.291019,18.412844,79.009864,0.233045,0.05431,0.012657,0.016301,0.798954,0.0,0.967398,877,0.184544,0.799155,0.799155,EOCLINGO-L,0.5711350000000001
GraphColouring,0046-wgc-n40-d50-p41.asp,4969,1158,4.291019,18.412844,79.009864,0.233045,0.05431,0.012657,0.016301,0.798954,0.0,0.967398,877,0.184544,0.799155,0.799155,AMOCLINGO-L,0.573634
GraphColouring,0046-wgc-n40-d50-p49.asp,4969,1158,4.291019,18.412844,79.009864,0.233045,0.05431,0.012657,0.016301,0.798954,0.0,0.967398,877,0.184544,0.799155,0.799155,AMOCLINGO-L,0.5707249999999999
GraphColouring,0046-wgc-n40-d50-p58.asp,4969,1158,4.291019,18.412844,79.009864,0.233045,0.05431,0.012657,0.016301,0.798954,0.0,0.967398,877,0.184544,0.799155,0.799155,CLINGO-AMO,0.38748
GraphColouring,0046-wgc-n40-d50-p68.asp,4969,1158,4.291019,18.412844,79.009864,0.233045,0.05431,0.012657,0.016301,0.798954,0.0,0.967398,877,0.184544,0.799155,0.799155,EOCLINGO-L,0.5667179999999999
GraphColouring,0046-wgc-n40-d50-p80.asp,4969,1158,4.291019,18.412844,79.009864,0.233045,0.05431,0.012657,0.016301,0.798954,0.0,0.967398,877,0.184544,0.799155,0.799155,CLINGO-AMO,0.095105
GraphColouring,0046-wgc-n40-d50-p91.asp,4969,1158,4.291019,18.412844,79.009864,0.233045,0.05431,0.012657,0.016301,0.798954,0.0,0.967398,877,0.184544,0.799155,0.799155,CLINGO-AMO,0.34634
GraphColouring,0047-wgc-n40-d50-p20.asp,4573,1092,4.187729,17.537074,73.440511,0.238793,0.057022,0.013616,0.017713,0.795976,0.0,0.964575,811,0.186092,0.796195,0.796195,CLINGO-AMO,0.0910769999999999
GraphColouring,0047-wgc-n40-d50-p29.asp,4573,1092,4.187729,17.537074,73.440511,0.238793,0.057022,0.013616,0.017713,0.795976,0.0,0.964575,811,0.186092,0.796195,0.796195,EOCLINGO-INF-MR,0.5639770000000001
GraphColouring,0047-wgc-n40-d50-p40.asp,4573,1092,4.187729,17.537074,73.440511,0.238793,0.057022,0.013616,0.017713,0.795976,0.0,0.964575,811,0.186092,0.796195,0.796195,EOCLINGO-INF-MR,0.564628
GraphColouring,0047-wgc-n40-d50-p48.asp,4573,1092,4.187729,17.537074,73.440511,0.238793,0.057022,0.013616,0.017713,0.795976,0.0,0.964575,811,0.186092,0.796195,0.796195,AMOCLINGO-L,0.567941
GraphColouring,0047-wgc-n40-d50-p59.asp,4573,1092,4.187729,17.537074,73.440511,0.238793,0.057022,0.013616,0.017713,0.795976,0.0,0.964575,811,0.186092,0.796195,0.796195,CLINGO-AMO,0.3279999999999999
GraphColouring,0047-wgc-n40-d50-p69.asp,4573,1092,4.187729,17.537074,73.440511,0.238793,0.057022,0.013616,0.017713,0.795976,0.0,0.964575,811,0.186092,0.796195,0.796195,CLINGO-AMO,0.104175
GraphColouring,0047-wgc-n40-d50-p81.asp,4573,1092,4.187729,17.537074,73.440511,0.238793,0.057022,0.013616,0.017713,0.795976,0.0,0.964575,811,0.186092,0.796195,0.796195,EOCLINGO-INF-MR,0.5632539999999999
GraphColouring,0047-wgc-n40-d50-p9.asp,4573,1092,4.187729,17.537074,73.440511,0.238793,0.057022,0.013616,0.017713,0.795976,0.0,0.964575,811,0.186092,0.796195,0.796195,CLINGO-AMO,0.089821
GraphColouring,0047-wgc-n40-d50-p91.asp,4573,1092,4.187729,17.537074,73.440511,0.238793,0.057022,0.013616,0.017713,0.795976,0.0,0.964575,811,0.186092,0.796195,0.796195,AMOCLINGO-L,0.563199
GraphColouring,0048-wgc-n40-d50-p18.asp,4849,1138,4.260984,18.155986,77.36237,0.234688,0.055078,0.012926,0.016704,0.798103,0.0,0.966591,857,0.184987,0.798309,0.798309,CLINGO-AMO,0.09051
GraphColouring,0048-wgc-n40-d50-p29.asp,4849,1138,4.260984,18.155986,77.36237,0.234688,0.055078,0.012926,0.016704,0.798103,0.0,0.966591,857,0.184987,0.798309,0.798309,EOCLINGO-INF-MR,0.5696340000000001
GraphColouring,0048-wgc-n40-d50-p38.asp,4849,1138,4.260984,18.155986,77.36237,0.234688,0.055078,0.012926,0.016704,0.798103,0.0,0.966591,857,0.184987,0.798309,0.798309,EOCLINGO-L,0.5737869999999999
GraphColouring,0048-wgc-n40-d50-p49.asp,4849,1138,4.260984,18.155986,77.36237,0.234688,0.055078,0.012926,0.016704,0.798103,0.0,0.966591,857,0.184987,0.798309,0.798309,AMOCLINGO-L,0.568937
GraphColouring,0048-wgc-n40-d50-p58.asp,4849,1138,4.260984,18.155986,77.36237,0.234688,0.055078,0.012926,0.016704,0.798103,0.0,0.966591,857,0.184987,0.798309,0.798309,AMOCLINGO-L,0.571586
GraphColouring,0048-wgc-n40-d50-p70.asp,4849,1138,4.260984,18.155986,77.36237,0.234688,0.055078,0.012926,0.016704,0.798103,0.0,0.966591,857,0.184987,0.798309,0.798309,AMOCLINGO-L,0.569379
GraphColouring,0048-wgc-n40-d50-p79.asp,4849,1138,4.260984,18.155986,77.36237,0.234688,0.055078,0.012926,0.016704,0.798103,0.0,0.966591,857,0.184987,0.798309,0.798309,AMOCLINGO-L,0.57031
GraphColouring,0048-wgc-n40-d50-p8.asp,4849,1138,4.260984,18.155986,77.36237,0.234688,0.055078,0.012926,0.016704,0.798103,0.0,0.966591,857,0.184987,0.798309,0.798309,CLINGO-AMO,0.089784
GraphColouring,0048-wgc-n40-d50-p91.asp,4849,1138,4.260984,18.155986,77.36237,0.234688,0.055078,0.012926,0.016704,0.798103,0.0,0.966591,857,0.184987,0.798309,0.798309,EOCLINGO-INF-MR,0.567315
GraphColouring,0049-wgc-n40-d50-p10.asp,4525,1084,4.174354,17.425233,72.739097,0.239558,0.057388,0.013748,0.017901,0.79558,0.0,0.964199,803,0.186298,0.795801,0.795801,CLINGO-AMO,0.08975
GraphColouring,0049-wgc-n40-d50-p19.asp,4525,1084,4.174354,17.425233,72.739097,0.239558,0.057388,0.013748,0.017901,0.79558,0.0,0.964199,803,0.186298,0.795801,0.795801,CLINGO-AMO,0.091609
GraphColouring,0049-wgc-n40-d50-p31.asp,4525,1084,4.174354,17.425233,72.739097,0.239558,0.057388,0.013748,0.017901,0.79558,0.0,0.964199,803,0.186298,0.795801,0.795801,EOCLINGO-INF-MR,0.5682459999999999
GraphColouring,0049-wgc-n40-d50-p38.asp,4525,1084,4.174354,17.425233,72.739097,0.239558,0.057388,0.013748,0.017901,0.79558,0.0,0.964199,803,0.186298,0.795801,0.795801,EOCLINGO-INF-MR,0.568135
GraphColouring,0049-wgc-n40-d50-p51.asp,4525,1084,4.174354,17.425233,72.739097,0.239558,0.057388,0.013748,0.017901,0.79558,0.0,0.964199,803,0.186298,0.795801,0.795801,EOCLINGO-L,0.5646329999999999
GraphColouring,0049-wgc-n40-d50-p59.asp,4525,1084,4.174354,17.425233,72.739097,0.239558,0.057388,0.013748,0.017901,0.79558,0.0,0.964199,803,0.186298,0.795801,0.795801,CLINGO-AMO,0.111589
GraphColouring,0049-wgc-n40-d50-p70.asp,4525,1084,4.174354,17.425233,72.739097,0.239558,0.057388,0.013748,0.017901,0.79558,0.0,0.964199,803,0.186298,0.795801,0.795801,EOCLINGO-L,0.562979
GraphColouring,0049-wgc-n40-d50-p78.asp,4525,1084,4.174354,17.425233,72.739097,0.239558,0.057388,0.013748,0.017901,0.79558,0.0,0.964199,803,0.186298,0.795801,0.795801,CLINGO-AMO,0.0949479999999999
GraphColouring,0049-wgc-n40-d50-p90.asp,4525,1084,4.174354,17.425233,72.739097,0.239558,0.057388,0.013748,0.017901,0.79558,0.0,0.964199,803,0.186298,0.795801,0.795801,AMOCLINGO-INF-MR,0.561788
GraphColouring,0050-wgc-n40-d50-p11.asp,5029,1168,4.305651,18.538628,79.820856,0.232253,0.053941,0.012528,0.016107,0.799364,0.0,0.967787,887,0.184331,0.799563,0.799563,CLINGO-AMO,0.093318
GraphColouring,0050-wgc-n40-d50-p19.asp,5029,1168,4.305651,18.538628,79.820856,0.232253,0.053941,0.012528,0.016107,0.799364,0.0,0.967787,887,0.184331,0.799563,0.799563,CLINGO-AMO,0.09195
GraphColouring,0050-wgc-n40-d50-p28.asp,5029,1168,4.305651,18.538628,79.820856,0.232253,0.053941,0.012528,0.016107,0.799364,0.0,0.967787,887,0.184331,0.799563,0.799563,EOCLINGO-INF-MR,0.569871
GraphColouring,0050-wgc-n40-d50-p41.asp,5029,1168,4.305651,18.538628,79.820856,0.232253,0.053941,0.012528,0.016107,0.799364,0.0,0.967787,887,0.184331,0.799563,0.799563,AMOCLINGO-L,0.573017
GraphColouring,0050-wgc-n40-d50-p49.asp,5029,1168,4.305651,18.538628,79.820856,0.232253,0.053941,0.012528,0.016107,0.799364,0.0,0.967787,887,0.184331,0.799563,0.799563,AMOCLINGO-L,0.572617
GraphColouring,0050-wgc-n40-d50-p59.asp,5029,1168,4.305651,18.538628,79.820856,0.232253,0.053941,0.012528,0.016107,0.799364,0.0,0.967787,887,0.184331,0.799563,0.799563,CLINGO-AMO,0.275777
GraphColouring,0050-wgc-n40-d50-p68.asp,5029,1168,4.305651,18.538628,79.820856,0.232253,0.053941,0.012528,0.016107,0.799364,0.0,0.967787,887,0.184331,0.799563,0.799563,CLINGO-AMO,0.285539
GraphColouring,0050-wgc-n40-d50-p81.asp,5029,1168,4.305651,18.538628,79.820856,0.232253,0.053941,0.012528,0.016107,0.799364,0.0,0.967787,887,0.184331,0.799563,0.799563,CLINGO-AMO,0.264704
GraphColouring,0050-wgc-n40-d50-p91.asp,5029,1168,4.305651,18.538628,79.820856,0.232253,0.053941,0.012528,0.016107,0.799364,0.0,0.967787,887,0.184331,0.799563,0.799563,EOCLINGO-INF-MR,0.571105
GraphColouring,0051-wgc-n40-d70-p10.asp,6901,1480,4.662838,21.742057,101.379685,0.214462,0.045994,0.009864,0.011737,0.808578,0.0,0.976525,1199,0.179539,0.808723,0.808723,CLINGO-AMO,0.098898
GraphColouring,0051-wgc-n40-d70-p18.asp,6901,1480,4.662838,21.742057,101.379685,0.214462,0.045994,0.009864,0.011737,0.808578,0.0,0.976525,1199,0.179539,0.808723,0.808723,EOCLINGO-L,0.595505
GraphColouring,0051-wgc-n40-d70-p28.asp,6901,1480,4.662838,21.742057,101.379685,0.214462,0.045994,0.009864,0.011737,0.808578,0.0,0.976525,1199,0.179539,0.808723,0.808723,EOCLINGO-L,0.5961200000000001
GraphColouring,0051-wgc-n40-d70-p41.asp,6901,1480,4.662838,21.742057,101.379685,0.214462,0.045994,0.009864,0.011737,0.808578,0.0,0.976525,1199,0.179539,0.808723,0.808723,EOCLINGO-L,0.595142
GraphColouring,0051-wgc-n40-d70-p49.asp,6901,1480,4.662838,21.742057,101.379685,0.214462,0.045994,0.009864,0.011737,0.808578,0.0,0.976525,1199,0.179539,0.808723,0.808723,AMOCLINGO-L,0.5955349999999999
GraphColouring,0051-wgc-n40-d70-p59.asp,6901,1480,4.662838,21.742057,101.379685,0.214462,0.045994,0.009864,0.011737,0.808578,0.0,0.976525,1199,0.179539,0.808723,0.808723,EOCLINGO-INF-MR,0.597116
GraphColouring,0051-wgc-n40-d70-p68.asp,6901,1480,4.662838,21.742057,101.379685,0.214462,0.045994,0.009864,0.011737,0.808578,0.0,0.976525,1199,0.179539,0.808723,0.808723,CLINGO-AMO,0.102491
GraphColouring,0051-wgc-n40-d70-p79.asp,6901,1480,4.662838,21.742057,101.379685,0.214462,0.045994,0.009864,0.011737,0.808578,0.0,0.976525,1199,0.179539,0.808723,0.808723,CLINGO-AMO,0.098992
GraphColouring,0051-wgc-n40-d70-p91.asp,6901,1480,4.662838,21.742057,101.379685,0.214462,0.045994,0.009864,0.011737,0.808578,0.0,0.976525,1199,0.179539,0.808723,0.808723,AMOCLINGO-L,0.596515
GraphColouring,0052-wgc-n40-d70-p18.asp,7081,1510,4.689404,21.99051,103.122383,0.213247,0.045474,0.009697,0.011439,0.809208,0.0,0.977122,1229,0.179212,0.809349,0.809349,EOCLINGO-L,0.5993409999999999
GraphColouring,0052-wgc-n40-d70-p31.asp,7081,1510,4.689404,21.99051,103.122383,0.213247,0.045474,0.009697,0.011439,0.809208,0.0,0.977122,1229,0.179212,0.809349,0.809349,EOCLINGO-L,0.6021559999999999
GraphColouring,0052-wgc-n40-d70-p38.asp,7081,1510,4.689404,21.99051,103.122383,0.213247,0.045474,0.009697,0.011439,0.809208,0.0,0.977122,1229,0.179212,0.809349,0.809349,AMOCLINGO-L,0.6017640000000001
