domain,instance_name,r,a,r_a,r_a_2,r_a_3,a_r,a_r_2,a_r_3,f1,f2,f3,f_horn,n_facts,f_normal,f_constr,c_r,best_config,min_time
Knapsack,00038-knapsack-n5-w10851-v1249638-type2.asp,37,125,0.296,0.087616,0.025934,3.378378,11.41344,38.55892,0.324324,0.135135,0.0,0.378378,13,0.486486,0.189189,0.189189,CLINGO-AMO,0.08942
Knapsack,00039-knapsack-n5-w10526-v138110-type3.asp,37,125,0.296,0.087616,0.025934,3.378378,11.41344,38.55892,0.324324,0.135135,0.0,0.378378,13,0.486486,0.189189,0.189189,EOCLINGO-INF-MR,0.49611
Knapsack,00040-knapsack-n5-w8361-v160405-type3.asp,37,125,0.296,0.087616,0.025934,3.378378,11.41344,38.55892,0.324324,0.135135,0.0,0.378378,13,0.486486,0.189189,0.189189,AMOCLINGO-INF-MR,0.497905
Knapsack,00041-knapsack-n5-w10231-v140952-type4.asp,37,125,0.296,0.087616,0.025934,3.378378,11.41344,38.55892,0.324324,0.135135,0.0,0.378378,13,0.486486,0.189189,0.189189,EOCLINGO-INF-MR,0.494703
Knapsack,00042-knapsack-n5-w11441-v134872-type4.asp,37,125,0.296,0.087616,0.025934,3.378378,11.41344,38.55892,0.324324,0.135135,0.0,0.378378,13,0.486486,0.189189,0.189189,AMOCLINGO-INF-MR,0.498237
Knapsack,00043-knapsack-n5-w10014-v138149-type3.asp,37,125,0.296,0.087616,0.025934,3.378378,11.41344,38.55892,0.324324,0.135135,0.0,0.378378,13,0.486486,0.189189,0.189189,EOCLINGO-INF-MR,0.494407
Knapsack,00044-knapsack-n5-w11283-v139071-type4.asp,37,125,0.296,0.087616,0.025934,3.378378,11.41344,38.55892,0.324324,0.135135,0.0,0.378378,13,0.486486,0.189189,0.189189,EOCLINGO-L,0.497353
Knapsack,00045-knapsack-n5-w10690-v145253-type4.asp,37,125,0.296,0.087616,0.025934,3.378378,11.41344,38.55892,0.324324,0.135135,0.0,0.378378,13,0.486486,0.189189,0.189189,AMOCLINGO-INF-MR,0.497388
Knapsack,00046-knapsack-n5-w10123-v138148-type4.asp,37,125,0.296,0.087616,0.025934,3.378378,11.41344,38.55892,0.324324,0.135135,0.0,0.378378,13,0.486486,0.189189,0.189189,EOCLINGO-INF-MR,0.495867
Knapsack,00047-knapsack-n5-w10125-v89425-type3.asp,37,125,0.296,0.087616,0.025934,3.378378,11.41344,38.55892,0.324324,0.135135,0.0,0.378378,13,0.486486,0.189189,0.189189,CLINGO-AMO,0.083016
Knapsack,00048-knapsack-n5-w10229-v28298-type2.asp,37,125,0.296,0.087616,0.025934,3.378378,11.41344,38.55892,0.324324,0.135135,0.0,0.378378,13,0.486486,0.189189,0.189189,CLINGO-AMO,0.081939
Knapsack,00049-knapsack-n5-w9513-v86730-type3.asp,37,125,0.296,0.087616,0.025934,3.378378,11.41344,38.55892,0.324324,0.135135,0.0,0.378378,13,0.486486,0.189189,0.189189,CLINGO-AMO,0.082592
Knapsack,00050-knapsack-n5-w11833-v137734-type4.asp,37,125,0.296,0.087616,0.025934,3.378378,11.41344,38.55892,0.324324,0.135135,0.0,0.378378,13,0.486486,0.189189,0.189189,AMOCLINGO-INF-MR,0.499855
Knapsack,00051-knapsack-n5-w10355-v76167-type3.asp,37,125,0.296,0.087616,0.025934,3.378378,11.41344,38.55892,0.324324,0.135135,0.0,0.378378,13,0.486486,0.189189,0.189189,CLINGO-AMO,0.083063
Knapsack,00052-knapsack-n5-w10627-v80734-type3.asp,37,125,0.296,0.087616,0.025934,3.378378,11.41344,38.55892,0.324324,0.135135,0.0,0.378378,13,0.486486,0.189189,0.189189,CLINGO-AMO,0.08219
Knapsack,00053-knapsack-n5-w10315-v319228-type2.asp,37,125,0.296,0.087616,0.025934,3.378378,11.41344,38.55892,0.324324,0.135135,0.0,0.378378,13,0.486486,0.189189,0.189189,CLINGO-AMO,0.286446
Knapsack,00054-knapsack-n5-w12331-v143071-type4.asp,37,125,0.296,0.087616,0.025934,3.378378,11.41344,38.55892,0.324324,0.135135,0.0,0.378378,13,0.486486,0.189189,0.189189,EOCLINGO-INF-MR,0.496986
Knapsack,00055-knapsack-n5-w10777-v150663-type3.asp,37,125,0.296,0.087616,0.025934,3.378378,11.41344,38.55892,0.324324,0.135135,0.0,0.378378,13,0.486486,0.189189,0.189189,EOCLINGO-INF-MR,0.497043
Knapsack,00056-knapsack-n5-w10949-v145622-type4.asp,37,125,0.296,0.087616,0.025934,3.378378,11.41344,38.55892,0.324324,0.135135,0.0,0.378378,13,0.486486,0.189189,0.189189,AMOCLINGO-INF-MR,0.498222
Knapsack,00057-knapsack-n5-w8881-v74364-type3.asp,37,125,0.296,0.087616,0.025934,3.378378,11.41344,38.55892,0.324324,0.135135,0.0,0.378378,13,0.486486,0.189189,0.189189,CLINGO-AMO,0.082434
Knapsack,00058-knapsack-n5-w9436-v1115471-type2.asp,37,125,0.296,0.087616,0.025934,3.378378,11.41344,38.55892,0.324324,0.135135,0.0,0.378378,13,0.486486,0.189189,0.189189,CLINGO-AMO,0.081273
Knapsack,00059-knapsack-n5-w12530-v130576-type4.asp,37,125,0.296,0.087616,0.025934,3.378378,11.41344,38.55892,0.324324,0.135135,0.0,0.378378,13,0.486486,0.189189,0.189189,AMOCLINGO-INF-MR,0.499993
Knapsack,00060-knapsack-n5-w43268-v353107-type3.asp,37,125,0.296,0.087616,0.025934,3.378378,11.41344,38.55892,0.324324,0.135135,0.0,0.378378,13,0.486486,0.189189,0.189189,AMOCLINGO-L,0.496106
Knapsack,00061-knapsack-n5-w44277-v309054-type4.asp,37,125,0.296,0.087616,0.025934,3.378378,11.41344,38.55892,0.324324,0.135135,0.0,0.378378,13,0.486486,0.189189,0.189189,EOCLINGO-INF-MR,0.49738
Knapsack,00062-knapsack-n5-w42670-v166895-type3.asp,37,125,0.296,0.087616,0.025934,3.378378,11.41344,38.55892,0.324324,0.135135,0.0,0.378378,13,0.486486,0.189189,0.189189,CLINGO-AMO,0.082125
Knapsack,00063-knapsack-n5-w44796-v87545-type1.asp,37,125,0.296,0.087616,0.025934,3.378378,11.41344,38.55892,0.324324,0.135135,0.0,0.378378,13,0.486486,0.189189,0.189189,CLINGO-AMO,0.081681
Knapsack,00064-knapsack-n5-w45259-v306581-type3.asp,37,125,0.296,0.087616,0.025934,3.378378,11.41344,38.55892,0.324324,0.135135,0.0,0.378378,13,0.486486,0.189189,0.189189,EOCLINGO-INF-MR,0.49718
Knapsack,00065-knapsack-n5-w44763-v228878-type3.asp,37,125,0.296,0.087616,0.025934,3.378378,11.41344,38.55892,0.324324,0.135135,0.0,0.378378,13,0.486486,0.189189,0.189189,CLINGO-AMO,0.085613
Knapsack,00066-knapsack-n5-w42794-v309368-type4.asp,37,125,0.296,0.087616,0.025934,3.378378,11.41344,38.55892,0.324324,0.135135,0.0,0.378378,13,0.486486,0.189189,0.189189,EOCLINGO-INF-MR,0.495542
Knapsack,00067-knapsack-n5-w41823-v309207-type4.asp,37,125,0.296,0.087616,0.025934,3.378378,11.41344,38.55892,0.324324,0.135135,0.0,0.378378,13,0.486486,0.189189,0.189189,EOCLINGO-INF-MR,0.499101
Knapsack,00068-knapsack-n5-w43894-v310004-type3.asp,37,125,0.296,0.087616,0.025934,3.378378,11.41344,38.55892,0.324324,0.135135,0.0,0.378378,13,0.486486,0.189189,0.189189,EOCLINGO-INF-MR,0.497249
Knapsack,00069-knapsack-n5-w42892-v285732-type1.asp,37,125,0.296,0.087616,0.025934,3.378378,11.41344,38.55892,0.324324,0.135135,0.0,0.378378,13,0.486486,0.189189,0.189189,EOCLINGO-INF-MR,0.495962
Knapsack,00070-knapsack-n5-w41668-v301173-type4.asp,37,125,0.296,0.087616,0.025934,3.378378,11.41344,38.55892,0.324324,0.135135,0.0,0.378378,13,0.486486,0.189189,0.189189,AMOCLINGO-INF-MR,0.497735
Knapsack,00071-knapsack-n5-w45005-v312667-type4.asp,37,125,0.296,0.087616,0.025934,3.378378,11.41344,38.55892,0.324324,0.135135,0.0,0.378378,13,0.486486,0.189189,0.189189,AMOCLINGO-INF-MR,0.497689
Knapsack,00072-knapsack-n5-w42686-v330052-type3.asp,37,125,0.296,0.087616,0.025934,3.378378,11.41344,38.55892,0.324324,0.135135,0.0,0.378378,13,0.486486,0.189189,0.189189,EOCLINGO-INF-MR,0.49668
Knapsack,00073-knapsack-n5-w42602-v290004-type3.asp,37,125,0.296,0.087616,0.025934,3.378378,11.41344,38.55892,0.324324,0.135135,0.0,0.378378,13,0.486486,0.189189,0.189189,EOCLINGO-INF-MR,0.496147
Knapsack,00074-knapsack-n5-w44260-v293866-type3.asp,37,125,0.296,0.087616,0.025934,3.378378,11.41344,38.55892,0.324324,0.135135,0.0,0.378378,13,0.486486,0.189189,0.189189,EOCLINGO-INF-MR,0.5003
Knapsack,00075-knapsack-n5-w43054-v329836-type3.asp,37,125,0.296,0.087616,0.025934,3.378378,11.41344,38.55892,0.324324,0.135135,0.0,0.378378,13,0.486486,0.189189,0.189189,AMOCLINGO-INF-MR,0.49734
Knapsack,00076-knapsack-n5-w43221-v353898-type3.asp,37,125,0.296,0.087616,0.025934,3.378378,11.41344,38.55892,0.324324,0.135135,0.0,0.378378,13,0.486486,0.189189,0.189189,EOCLINGO-INF-MR,0.496675
Knapsack,00077-knapsack-n5-w42880-v312909-type4.asp,37,125,0.296,0.087616,0.025934,3.378378,11.41344,38.55892,0.324324,0.135135,0.0,0.378378,13,0.486486,0.189189,0.189189,EOCLINGO-INF-MR,0.494141
Knapsack,00078-knapsack-n5-w44253-v249173-type3.asp,37,125,0.296,0.087616,0.025934,3.378378,11.41344,38.55892,0.324324,0.135135,0.0,0.378378,13,0.486486,0.189189,0.189189,EOCLINGO-INF-MR,0.5657920000000001
Knapsack,00079-knapsack-n5-w43177-v48539-type1.asp,37,125,0.296,0.087616,0.025934,3.378378,11.41344,38.55892,0.324324,0.135135,0.0,0.378378,13,0.486486,0.189189,0.189189,CLINGO-AMO,0.082031
Knapsack,00080-knapsack-n5-w45176-v306328-type4.asp,37,125,0.296,0.087616,0.025934,3.378378,11.41344,38.55892,0.324324,0.135135,0.0,0.378378,13,0.486486,0.189189,0.189189,EOCLINGO-INF-MR,0.495311
Knapsack,00081-knapsack-n5-w44539-v311613-type4.asp,37,125,0.296,0.087616,0.025934,3.378378,11.41344,38.55892,0.324324,0.135135,0.0,0.378378,13,0.486486,0.189189,0.189189,EOCLINGO-INF-MR,0.49597
Knapsack,00082-knapsack-n5-w45381-v277746-type3.asp,37,125,0.296,0.087616,0.025934,3.378378,11.41344,38.55892,0.324324,0.135135,0.0,0.378378,13,0.486486,0.189189,0.189189,EOCLINGO-INF-MR,0.502503
Knapsack,00083-knapsack-n5-w45201-v167029-type3.asp,37,125,0.296,0.087616,0.025934,3.378378,11.41344,38.55892,0.324324,0.135135,0.0,0.378378,13,0.486486,0.189189,0.189189,CLINGO-AMO,0.0823069999999999
Knapsack,00084-knapsack-n5-w44187-v226125-type1.asp,37,125,0.296,0.087616,0.025934,3.378378,11.41344,38.55892,0.324324,0.135135,0.0,0.378378,13,0.486486,0.189189,0.189189,CLINGO-AMO,0.100321
Knapsack,00085-knapsack-n5-w43077-v1768697-type2.asp,37,125,0.296,0.087616,0.025934,3.378378,11.41344,38.55892,0.324324,0.135135,0.0,0.378378,13,0.486486,0.189189,0.189189,CLINGO-AMO,0.086907
Knapsack,00086-knapsack-n5-w42553-v306796-type3.asp,37,125,0.296,0.087616,0.025934,3.378378,11.41344,38.55892,0.324324,0.135135,0.0,0.378378,13,0.486486,0.189189,0.189189,EOCLINGO-INF-MR,0.496535
Knapsack,00087-knapsack-n5-w44903-v290815-type3.asp,37,125,0.296,0.087616,0.025934,3.378378,11.41344,38.55892,0.324324,0.135135,0.0,0.378378,13,0.486486,0.189189,0.189189,EOCLINGO-L,0.496708
Knapsack,00088-knapsack-n5-w45195-v2786230-type2.asp,37,125,0.296,0.087616,0.025934,3.378378,11.41344,38.55892,0.324324,0.135135,0.0,0.378378,13,0.486486,0.189189,0.189189,CLINGO-AMO,0.08285
Knapsack,00089-knapsack-n5-w44546-v2368679-type2.asp,37,125,0.296,0.087616,0.025934,3.378378,11.41344,38.55892,0.324324,0.135135,0.0,0.378378,13,0.486486,0.189189,0.189189,CLINGO-AMO,0.084026
Knapsack,00090-knapsack-n10-w6620-v95967-type2.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,EOCLINGO-INF-MR,0.497646
Knapsack,00091-knapsack-n10-w6429-v32582-type3.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,CLINGO-AMO,0.0852619999999999
Knapsack,00092-knapsack-n10-w8763-v41666-type3.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,CLINGO-AMO,0.1547839999999999
Knapsack,00093-knapsack-n10-w7437-v221164-type2.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,EOCLINGO-INF-MR,0.502044
Knapsack,00094-knapsack-n10-w8606-v59158-type3.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,AMOCLINGO-INF-MR,0.499697
Knapsack,00095-knapsack-n10-w9546-v61892-type4.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,EOCLINGO-L,0.499742
Knapsack,00096-knapsack-n10-w8908-v48377-type4.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,EOCLINGO-INF-MR,0.568252
Knapsack,00097-knapsack-n10-w8576-v51997-type4.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,AMOCLINGO-L,2.096148
Knapsack,00098-knapsack-n10-w7911-v54460-type4.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,EOCLINGO-INF-MR,0.506169
Knapsack,00099-knapsack-n10-w7332-v41201-type3.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,CLINGO-AMO,0.462407
Knapsack,00100-knapsack-n10-w8644-v38336-type3.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,CLINGO-AMO,0.146607
Knapsack,00101-knapsack-n10-w6612-v581595-type2.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,CLINGO-AMO,0.082766
Knapsack,00102-knapsack-n10-w6160-v50888-type4.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,EOCLINGO-L,0.5937180000000001
Knapsack,00103-knapsack-n10-w7428-v51917-type4.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,AMOCLINGO-L,0.826777
Knapsack,00104-knapsack-n10-w8110-v56069-type2.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,AMOCLINGO-INF-MR,0.500807
Knapsack,00105-knapsack-n10-w8043-v47164-type3.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,EOCLINGO-L,947.396127
Knapsack,00106-knapsack-n10-w6691-v58726-type4.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,AMOCLINGO-INF-MR,0.500534
Knapsack,00107-knapsack-n10-w7198-v55378-type4.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,EOCLINGO-L,0.502143
Knapsack,00108-knapsack-n10-w9657-v56129-type4.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,AMOCLINGO-INF-MR,0.500165
Knapsack,00109-knapsack-n10-w8780-v460067-type2.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,CLINGO-AMO,0.096159
Knapsack,00110-knapsack-n10-w7814-v53289-type4.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,EOCLINGO-INF-MR,0.534581
Knapsack,00111-knapsack-n10-w8380-v53728-type4.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,EOCLINGO-L,0.5400480000000001
Knapsack,00112-knapsack-n10-w8875-v101869-type2.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,AMOCLINGO-INF-MR,0.501583
Knapsack,00113-knapsack-n10-w8583-v57298-type4.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,AMOCLINGO-INF-MR,0.502408
Knapsack,00114-knapsack-n10-w8735-v33413-type3.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,CLINGO-AMO,0.084942
Knapsack,00115-knapsack-n10-w7837-v58149-type4.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,AMOCLINGO-INF-MR,0.501131
Knapsack,00116-knapsack-n10-w8877-v57264-type4.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,AMOCLINGO-INF-MR,0.5002249999999999
Knapsack,00117-knapsack-n10-w7181-v61238-type4.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,AMOCLINGO-L,0.501816
Knapsack,00118-knapsack-n10-w7084-v37305-type3.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,CLINGO-AMO,0.1000639999999999
Knapsack,00119-knapsack-n10-w8021-v218205-type2.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,AMOCLINGO-INF-MR,0.501977
Knapsack,00120-knapsack-n10-w18537-v312875-type4.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,AMOCLINGO-INF-MR,0.5004689999999999
Knapsack,00121-knapsack-n10-w22714-v217677-type3.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,CLINGO-AMO,0.157103
Knapsack,00122-knapsack-n10-w21584-v306493-type4.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,AMOCLINGO-INF-MR,0.502591
Knapsack,00123-knapsack-n10-w18573-v283702-type3.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,EOCLINGO-INF-MR,1.827327
Knapsack,00124-knapsack-n10-w20234-v2746878-type2.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,CLINGO-AMO,0.083525
Knapsack,00125-knapsack-n10-w20739-v309612-type4.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,AMOCLINGO-INF-MR,0.501255
Knapsack,00126-knapsack-n10-w20570-v209382-type3.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,CLINGO-AMO,0.180337
Knapsack,00127-knapsack-n10-w20921-v304868-type4.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,AMOCLINGO-INF-MR,0.502563
Knapsack,00128-knapsack-n10-w20396-v235318-type3.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,AMOCLINGO-INF-MR,0.502974
Knapsack,00129-knapsack-n10-w18723-v233107-type3.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,AMOCLINGO-L,34.39942
Knapsack,00130-knapsack-n10-w18757-v349675-type3.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,AMOCLINGO-INF-MR,0.499499
Knapsack,00131-knapsack-n10-w19918-v231197-type3.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,EOCLINGO-INF-MR,0.504443
Knapsack,00132-knapsack-n10-w19154-v304103-type4.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,EOCLINGO-L,0.501833
Knapsack,00133-knapsack-n10-w18585-v301553-type4.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,AMOCLINGO-INF-MR,0.502048
Knapsack,00134-knapsack-n10-w19322-v127167-type1.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,CLINGO-AMO,0.091745
Knapsack,00135-knapsack-n10-w20250-v172706-type3.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,CLINGO-AMO,0.092134
Knapsack,00136-knapsack-n10-w20164-v246007-type3.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,AMOCLINGO-INF-MR,0.560263
Knapsack,00137-knapsack-n10-w18085-v308450-type4.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,EOCLINGO-L,0.4996089999999999
Knapsack,00138-knapsack-n10-w20578-v312086-type3.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,AMOCLINGO-INF-MR,0.501503
Knapsack,00139-knapsack-n10-w20676-v301468-type4.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,AMOCLINGO-INF-MR,0.5029239999999999
Knapsack,00141-knapsack-n10-w19632-v310983-type4.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,AMOCLINGO-INF-MR,0.501416
Knapsack,00142-knapsack-n10-w18387-v2336286-type2.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,CLINGO-AMO,0.108928
Knapsack,00144-knapsack-n10-w22343-v1878527-type2.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,AMOCLINGO-INF-MR,0.5004730000000001
Knapsack,00145-knapsack-n10-w19394-v2453197-type2.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,CLINGO-AMO,0.084504
Knapsack,00147-knapsack-n10-w21255-v310404-type4.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,AMOCLINGO-INF-MR,0.500712
Knapsack,00148-knapsack-n10-w19409-v306332-type4.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,AMOCLINGO-INF-MR,0.500105
Knapsack,00149-knapsack-n10-w22022-v306389-type4.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,EOCLINGO-L,0.5017
Knapsack,00150-knapsack-n10-w95942-v582227-type4.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,AMOCLINGO-INF-MR,0.500947
Knapsack,00151-knapsack-n10-w96279-v584934-type4.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,AMOCLINGO-INF-MR,0.500665
Knapsack,00152-knapsack-n10-w95961-v592923-type4.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,AMOCLINGO-INF-MR,0.499113
Knapsack,00153-knapsack-n10-w96565-v417441-type3.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,CLINGO-AMO,0.112286
Knapsack,00154-knapsack-n10-w96810-v676625-type3.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,AMOCLINGO-INF-MR,0.4995409999999999
Knapsack,00155-knapsack-n10-w94054-v595926-type4.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,AMOCLINGO-INF-MR,0.49953
Knapsack,00156-knapsack-n10-w96081-v579699-type4.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,AMOCLINGO-INF-MR,0.499925
Knapsack,00157-knapsack-n10-w94794-v587868-type4.asp,67,245,0.273469,0.074786,0.020452,3.656716,13.371575,48.896058,0.328358,0.149254,0.0,0.358209,23,0.492537,0.179104,0.179104,EOCLINGO-L,0.500266
