domain,instance_name,r,a,r_a,r_a_2,r_a_3,a_r,a_r_2,a_r_3,f1,f2,f3,f_horn,n_facts,f_normal,f_constr,c_r,best_config,min_time,performance_ratio,bound,C1_mps,C2_sum,C3_minps,span,rho,mps_ratio,minps_ratio,tightness
GroupAssignment,00914-group_assignment-p50-pr30-middle.asp,63781,100471,0.63482,0.402996,0.25583,1.57525,2.481412,3.908843,0.400746,0.195199,0.0,0.208385,12661,0.393707,0.205547,0.205547,AMOCLINGO-INF-MR,6.887128,1.6702304647162067,2552732.0,76567500.0,248078700.0,24501600.0,52065900.0,0.30864197530864196,0.0333396284324289,0.10418633885134032,0.010290008775441018
GroupAssignment,00915-group_assignment-p50-pr30-middle.asp,57781,90871,0.635857,0.404315,0.257086,1.57268,2.473321,3.889742,0.400824,0.194701,0.0,0.209256,11461,0.393053,0.206123,0.206123,AMOCLINGO-INF-MR,6.044806,1.7720739094025515,2305776.0,69187500.0,224167500.0,22140000.0,47047500.0,0.30864197530864196,0.03332648238482385,0.10414525745257452,0.010285951353340693
GroupAssignment,00931-group_assignment-p100-pr30-sat.asp,125831,198371,0.634322,0.402364,0.255228,1.576488,2.485313,3.918065,0.401014,0.1955,0.0,0.207747,24911,0.393472,0.205514,0.205514,CLINGO-AMO,8.338079,1.2301477354676058,1271102.0,152520000.0,494164800.0,48806400.0,103713600.0,0.30864197530864196,0.008334002098085496,0.026043756556517177,0.0025722228697794744
GroupAssignment,00932-group_assignment-p100-pr30-sat.asp,106331,167171,0.636061,0.404574,0.257334,1.572176,2.471736,3.886003,0.4012,0.194675,0.0,0.209168,21011,0.392275,0.206525,0.206525,CLINGO-AMO,3.582832,2.0257008980605287,1069481.0,128340000.0,415821600.0,41068800.0,87271200.0,0.30864197530864196,0.008333185289075892,0.02604120402836216,0.0025719707682333
GroupAssignment,00933-group_assignment-p100-pr30-sat.asp,100331,157571,0.636735,0.405432,0.258153,1.570512,2.466507,3.873677,0.401272,0.194357,0.0,0.209716,19811,0.391813,0.206915,0.206915,CLINGO-AMO,3.82029,1.9681385444560493,1007331.0,120900000.0,391716000.0,38688000.0,82212000.0,0.30864197530864196,0.008331935483870968,0.026037298387096775,0.0025715850258861014
GroupAssignment,00934-group_assignment-p100-pr30-sat.asp,124331,195971,0.634436,0.402509,0.255366,1.576204,2.484419,3.91595,0.401026,0.195446,0.0,0.20784,24611,0.393393,0.20558,0.20558,CLINGO-AMO,7.598638999999999,1.2084407484024444,1255843.0,150660000.0,488138400.0,48211200.0,102448800.0,0.30864197530864196,0.0083356099827426,0.02604878119607062,0.002572719130476111
GroupAssignment,00936-group_assignment-p100-pr30-middle.asp,100331,157571,0.636735,0.405432,0.258153,1.570512,2.466507,3.873677,0.401272,0.194357,0.0,0.209716,19811,0.391813,0.206915,0.206915,EOCLINGO-INF-MR,23.351168,1.2562005463709565,4029222.0,120900000.0,391716000.0,38688000.0,82212000.0,0.30864197530864196,0.033326898263027295,0.1041465570719603,0.010286079710810893
GroupAssignment,00937-group_assignment-p100-pr30-middle.asp,115331,181571,0.635184,0.403459,0.256271,1.574347,2.478568,3.902126,0.401106,0.195091,0.0,0.208452,22811,0.392878,0.206016,0.206016,AMOCLINGO-INF-MR,13.982703,1.6994270707172998,4649624.0,139500000.0,451980000.0,44640000.0,94860000.0,0.30864197530864196,0.03333063799283154,0.10415824372759856,0.010287233948404797
GroupAssignment,00938-group_assignment-p100-pr30-middle.asp,121331,191171,0.634673,0.402809,0.255652,1.575615,2.482564,3.911566,0.401052,0.195333,0.0,0.208034,24011,0.39323,0.205718,0.205718,EOCLINGO-INF-MR,21.103526,1.286780986267413,4897171.0,146940000.0,476085600.0,47020800.0,99919200.0,0.30864197530864196,0.033327691574792435,0.10414903617122635,0.01028632456012112
GroupAssignment,00939-group_assignment-p100-pr30-middle.asp,106331,167171,0.636061,0.404574,0.257334,1.572176,2.471736,3.886003,0.4012,0.194675,0.0,0.209168,21011,0.392275,0.206525,0.206525,AMOCLINGO-INF-MR,10.586239,2.293318996482131,4277854.0,128340000.0,415821600.0,41068800.0,87271200.0,0.30864197530864196,0.03333219573009194,0.10416311165653733,0.01028771473150986
GroupAssignment,00940-group_assignment-p100-pr30-middle.asp,131831,207971,0.633891,0.401818,0.254709,1.577558,2.488688,3.926049,0.400968,0.195705,0.0,0.207394,26111,0.393769,0.205263,0.205263,AMOCLINGO-INF-MR,22.596965,3.280484126961297,5330950.0,159960000.0,518270400.0,51187200.0,108772800.0,0.30864197530864196,0.03332676919229807,0.10414615372593149,0.010286039874166073
GroupAssignment,00941-group_assignment-p100-pr30-middle.asp,116831,183971,0.635051,0.40329,0.25611,1.574676,2.479605,3.904576,0.401092,0.195154,0.0,0.208344,23111,0.392969,0.205938,0.205938,AMOCLINGO-INF-MR,21.431793,2.490263413798369,4712294.0,141360000.0,458006400.0,45235200.0,96124800.0,0.30864197530864196,0.03333541312959819,0.10417316602999434,0.010288707756048824
GroupAssignment,00942-group_assignment-p100-pr30-middle.asp,107831,169571,0.635905,0.404375,0.257144,1.572563,2.472953,3.888874,0.401183,0.194749,0.0,0.20904,21311,0.392383,0.206434,0.206434,AMOCLINGO-INF-MR,14.066525,2.040760600077133,4340234.0,130200000.0,421848000.0,41664000.0,88536000.0,0.30864197530864196,0.03333513056835637,0.10417228302611367,0.010288620545789004
GroupAssignment,00943-group_assignment-p100-pr30-middle.asp,106331,167171,0.636061,0.404574,0.257334,1.572176,2.471736,3.886003,0.4012,0.194675,0.0,0.209168,21011,0.392275,0.206525,0.206525,AMOCLINGO-INF-MR,16.844639,2.4541113644525123,4277793.0,128340000.0,415821600.0,41068800.0,87271200.0,0.30864197530864196,0.03333172043010753,0.10416162634408602,0.010287568033983804
GroupAssignment,00944-group_assignment-p100-pr30-middle.asp,116831,183971,0.635051,0.40329,0.25611,1.574676,2.479605,3.904576,0.401092,0.195154,0.0,0.208344,23111,0.392969,0.205938,0.205938,AMOCLINGO-INF-MR,19.23864,1.2351036247884466,4712975.0,141360000.0,458006400.0,45235200.0,96124800.0,0.30864197530864196,0.033340230616864745,0.10418822067770232,0.010290194634834797
GroupAssignment,00945-group_assignment-p100-pr30-middle.asp,125831,198371,0.634322,0.402364,0.255228,1.576488,2.485313,3.918065,0.401014,0.1955,0.0,0.207747,24911,0.393472,0.205514,0.205514,EOCLINGO-INF-MR,29.547254,1.4134619751805024,5082226.0,152520000.0,494164800.0,48806400.0,103713600.0,0.30864197530864196,0.03332170207185943,0.10413031897456071,0.010284475948104763
GroupAssignment,00961-group_assignment-p150-pr30-sat.asp,152631,239871,0.636305,0.404883,0.257629,1.571575,2.469847,3.881548,0.40136,0.194587,0.0,0.209269,30111,0.391867,0.206773,0.206773,AMOCLINGO-INF-MR,11.446217,1.216713522030903,1539160.0,184635000.0,598217400.0,59083200.0,125551800.0,0.30864197530864196,0.008336230942129066,0.02605072169415333,0.0025729107846077363
GroupAssignment,00966-group_assignment-p150-pr30-middle.asp,175131,275871,0.634829,0.403008,0.255841,1.575227,2.481339,3.908671,0.401185,0.195282,0.0,0.208079,34611,0.392912,0.205903,0.205903,AMOCLINGO-INF-MR,62.37207,1.5934867962535155,7085979.0,212610000.0,688856400.0,68035200.0,144574800.0,0.30864197530864196,0.033328531113306054,0.10415165972908141,0.010286583676946313
GroupAssignment,00968-group_assignment-p150-pr30-middle.asp,150381,236271,0.636477,0.405103,0.257838,1.571149,2.46851,3.878398,0.40138,0.194506,0.0,0.209408,29661,0.391745,0.206875,0.206875,AMOCLINGO-INF-MR,20.085121,3.792122188360229,6060916.0,181837500.0,589153500.0,58188000.0,123649500.0,0.30864197530864196,0.03333149652849385,0.10416092665154328,0.010287498928547485
GroupAssignment,00969-group_assignment-p150-pr30-middle.asp,172881,272271,0.634959,0.403173,0.255999,1.574904,2.480323,3.906271,0.401201,0.195221,0.0,0.208184,34161,0.392819,0.20598,0.20598,AMOCLINGO-INF-MR,69.56153,1.2465750825204678,6992710.0,209812500.0,679792500.0,67140000.0,142672500.0,0.30864197530864196,0.03332837652666071,0.10415117664581472,0.010286535965018738
GroupAssignment,00970-group_assignment-p150-pr30-middle.asp,141381,221871,0.637222,0.406051,0.258745,1.569313,2.462742,3.864813,0.401468,0.194156,0.0,0.210007,27861,0.391219,0.207312,0.207312,AMOCLINGO-INF-MR,21.878404,1.516587773038655,5689170.0,170647500.0,552897900.0,54607200.0,116040300.0,0.30864197530864196,0.03333872456379378,0.10418351426185558,0.010289729803640056
GroupAssignment,00971-group_assignment-p150-pr30-middle.asp,179631,283071,0.634579,0.402691,0.255539,1.575847,2.483294,3.913292,0.401156,0.195401,0.0,0.207876,35511,0.393089,0.205755,0.205755,AMOCLINGO-INF-MR,69.06403999999999,2.028258265806634,7275078.0,218205000.0,706984200.0,69825600.0,148379400.0,0.30864197530864196,0.03334056506496185,0.10418926582800578,0.010290297859556126
GroupAssignment,00972-group_assignment-p150-pr30-middle.asp,168381,265071,0.63523,0.403517,0.256326,1.574233,2.478211,3.901282,0.401233,0.195093,0.0,0.208402,33261,0.392627,0.20614,0.20614,EOCLINGO-INF-MR,51.3551,2.091653798746376,6806928.0,204217500.0,661664700.0,65349600.0,138867900.0,0.30864197530864196,0.03333175658305483,0.10416173932204635,0.010287579192300875
GroupAssignment,00973-group_assignment-p150-pr30-middle.asp,163881,257871,0.635515,0.40388,0.256672,1.573526,2.475984,3.896025,0.401267,0.194959,0.0,0.208633,32361,0.392425,0.206308,0.206308,AMOCLINGO-INF-MR,56.47664,1.7177725870377558,6619166.0,198622500.0,643536900.0,63559200.0,135063300.0,0.30864197530864196,0.03332535840602147,0.10414174501881711,0.010285604446302924
GroupAssignment,00974-group_assignment-p150-pr30-middle.asp,175131,275871,0.634829,0.403008,0.255841,1.575227,2.481339,3.908671,0.401185,0.195282,0.0,0.208079,34611,0.392912,0.205903,0.205903,EOCLINGO-INF-MR,77.71825,1.4038595953974775,7088293.0,212610000.0,688856400.0,68035200.0,144574800.0,0.30864197530864196,0.033339414891115186,0.10418567153473496,0.010289942867628145
GroupAssignment,00975-group_assignment-p150-pr30-middle.asp,206631,326271,0.633311,0.401083,0.25401,1.579003,2.493251,3.936851,0.401005,0.196002,0.0,0.206847,40911,0.393992,0.205003,0.205003,AMOCLINGO-INF-MR,65.0619,1.8613626408082151,8391808.0,251775000.0,815751000.0,80568000.0,171207000.0,0.30864197530864196,0.03333058484758217,0.10415807764869427,0.01028721754555005
GroupAssignment,00992-group_assignment-p200-pr30-sat.asp,239431,377371,0.634471,0.402554,0.255409,1.576116,2.484141,3.915294,0.401201,0.195463,0.0,0.207747,47311,0.393061,0.205738,0.205738,EOCLINGO-INF-MR,23.78592,1.5286539263564325,2417991.0,290160000.0,940118400.0,92851200.0,197308800.0,0.30864197530864196,0.008333302315963607,0.02604156973738627,0.0025720068876430883
GroupAssignment,00994-group_assignment-p200-pr30-sat.asp,215431,338971,0.635544,0.403916,0.256707,1.573455,2.475761,3.895499,0.401335,0.194958,0.0,0.20861,42511,0.392288,0.206377,0.206377,EOCLINGO-INF-MR,22.5081,1.2358084422941076,2169954.0,260400000.0,843696000.0,83328000.0,177072000.0,0.30864197530864196,0.00833315668202765,0.026041114631336404,0.0025719619388974227
GroupAssignment,00996-group_assignment-p200-pr30-middle.asp,224431,353371,0.635114,0.40337,0.256186,1.57452,2.479112,3.90341,0.401281,0.19516,0.0,0.208264,44311,0.392597,0.206121,0.206121,AMOCLINGO-INF-MR,86.05837,2.195839753878676,9055564.0,271560000.0,879854400.0,86899200.0,184660800.0,0.30864197530864196,0.03334645750478715,0.10420767970245987,0.010292116513823196
GroupAssignment,00997-group_assignment-p200-pr30-middle.asp,260431,410971,0.633697,0.401572,0.254475,1.578042,2.490216,3.929665,0.401104,0.195829,0.0,0.207122,51511,0.393621,0.205275,0.205275,EOCLINGO-INF-MR,96.90461,1.946370043695548,10542543.0,316200000.0,1024488000.0,101184000.0,215016000.0,0.30864197530864196,0.03334137571157495,0.10419179909867173,0.010290548059128072
GroupAssignment,00998-group_assignment-p200-pr30-middle.asp,221431,348571,0.635254,0.403547,0.256355,1.574174,2.478025,3.900843,0.401299,0.195095,0.0,0.208376,43711,0.392497,0.206204,0.206204,AMOCLINGO-INF-MR,119.80215,1.7285501136665746,8927790.0,267840000.0,867801600.0,85708800.0,182131200.0,0.30864197530864196,0.03333254928315412,0.10416421650985663,0.010287823852825347
GroupAssignment,00999-group_assignment-p200-pr30-middle.asp,233431,367771,0.634718,0.402867,0.255707,1.575502,2.482206,3.910721,0.401232,0.195347,0.0,0.207946,46111,0.392883,0.205885,0.205885,EOCLINGO-INF-MR,91.87435,1.581221853542365,9420782.0,282720000.0,916012800.0,90470400.0,192249600.0,0.30864197530864196,0.03332195104697227,0.10413109702178834,0.010284552792275392
GroupAssignment,01000-group_assignment-p200-pr30-middle.asp,233431,367771,0.634718,0.402867,0.255707,1.575502,2.482206,3.910721,0.401232,0.195347,0.0,0.207946,46111,0.392883,0.205885,0.205885,AMOCLINGO-INF-MR,137.43568,1.218929756814242,9427133.0,282720000.0,916012800.0,90470400.0,192249600.0,0.30864197530864196,0.033344414968873796,0.10420129677773061,0.010291486101504259
GroupAssignment,01002-group_assignment-p200-pr30-middle.asp,251431,396571,0.634013,0.401972,0.254855,1.577256,2.487736,3.923796,0.401144,0.19568,0.0,0.207377,49711,0.393392,0.205464,0.205464,AMOCLINGO-INF-MR,125.26955,1.7166793526439588,10167830.0,305040000.0,988329600.0,97612800.0,207427200.0,0.30864197530864196,0.0333327760293732,0.10416492509179125,0.010287893836226296
GroupAssignment,01004-group_assignment-p200-pr30-middle.asp,266431,420571,0.633498,0.40132,0.254236,1.578536,2.491777,3.93336,0.401079,0.195923,0.0,0.206962,52711,0.393764,0.205156,0.205156,AMOCLINGO-INF-MR,91.98387,3.8721263847672422,10788983.0,323640000.0,1048593600.0,103564800.0,220075200.0,0.30864197530864196,0.033336370658756644,0.10417615830861451,0.010289003289739704
GroupAssignment,01005-group_assignment-p200-pr30-middle.asp,215431,338971,0.635544,0.403916,0.256707,1.573455,2.475761,3.895499,0.401335,0.194958,0.0,0.20861,42511,0.392288,0.206377,0.206377,AMOCLINGO-INF-MR,41.27785,1.7501524425327382,8679244.0,260400000.0,843696000.0,83328000.0,177072000.0,0.30864197530864196,0.033330430107526884,0.1041575940860215,0.010287169786273729
GroupAssignment,01021-group_assignment-p250-pr30-sat.asp,314231,495671,0.633951,0.401894,0.254781,1.57741,2.488221,3.924944,0.40117,0.195716,0.0,0.207303,62111,0.393376,0.205454,0.205454,AMOCLINGO-INF-MR,26.30242,1.4424224082803023,3172000.0,380685000.0,1233419400.0,121819200.0,258865800.0,0.30864197530864196,0.008332348266939859,0.026038588334187058,0.0025717124280678575
GroupAssignment,01023-group_assignment-p250-pr30-sat.asp,291731,459671,0.634652,0.402783,0.255627,1.575667,2.482727,3.911953,0.40126,0.195385,0.0,0.207866,57611,0.392865,0.205875,0.205875,AMOCLINGO-L,37.499840000000006,1.7019003281080665,2940548.0,352830000.0,1143169200.0,112905600.0,239924400.0,0.30864197530864196,0.008334177932715472,0.02604430603973585,0.0025722771397269978
GroupAssignment,01024-group_assignment-p250-pr30-sat.asp,310481,489671,0.63406,0.402033,0.254913,1.577137,2.48736,3.922907,0.401184,0.195664,0.0,0.207391,61361,0.393296,0.20552,0.20552,EOCLINGO-INF-MR,38.28535,1.3045308453494613,3132771.0,376042500.0,1218377700.0,120333600.0,255708900.0,0.30864197530864196,0.008330896108817487,0.026034050340054647,0.0025712642311165085
GroupAssignment,01026-group_assignment-p250-pr30-middle.asp,276731,435671,0.635183,0.403458,0.25627,1.574348,2.478573,3.902137,0.401328,0.195135,0.0,0.208293,54611,0.392479,0.206193,0.206193,AMOCLINGO-INF-MR,96.41743,2.02314488158417,11142487.0,334260000.0,1083002400.0,106963200.0,227296800.0,0.30864197530864196,0.03333479028301322,0.10417121963441632,0.010288515519448526
GroupAssignment,01027-group_assignment-p250-pr30-middle.asp,269231,423671,0.635472,0.403824,0.256619,1.573634,2.476323,3.896826,0.401365,0.195,0.0,0.208524,53111,0.392269,0.206366,0.206366,AMOCLINGO-INF-MR,120.92173,2.403045424507241,10829591.0,324975000.0,1052919000.0,103992000.0,220983000.0,0.30864197530864196,0.033324381875528886,0.10413869336102777,0.010285303048002743
GroupAssignment,01028-group_assignment-p250-pr30-middle.asp,261731,411671,0.635777,0.404213,0.256989,1.572878,2.473946,3.891216,0.401404,0.194857,0.0,0.208768,51611,0.392048,0.206548,0.206548,EOCLINGO-INF-MR,116.35313,2.183420162397007,10521173.0,315690000.0,1022835600.0,101020800.0,214669200.0,0.30864197530864196,0.033327546010326586,0.10414858128227059,0.010286279632816848
GroupAssignment,01029-group_assignment-p250-pr30-middle.asp,250481,393671,0.63627,0.404839,0.257587,1.57166,2.470116,3.882182,0.401468,0.194626,0.0,0.209162,49361,0.39169,0.206842,0.206842,AMOCLINGO-INF-MR,78.89402999999999,2.6329590464576347,10057962.0,301762500.0,977710500.0,96564000.0,205198500.0,0.30864197530864196,0.033330722008201814,0.10415850627563067,0.010287259879074634
GroupAssignment,01030-group_assignment-p250-pr30-middle.asp,261731,411671,0.635777,0.404213,0.256989,1.572878,2.473946,3.891216,0.401404,0.194857,0.0,0.208768,51611,0.392048,0.206548,0.206548,AMOCLINGO-INF-MR,55.90003,3.5065730733954883,10524657.0,315690000.0,1022835600.0,101020800.0,214669200.0,0.30864197530864196,0.033338582153378316,0.10418306922930723,0.010289685849808121
GroupAssignment,01031-group_assignment-p250-pr30-middle.asp,276731,435671,0.635183,0.403458,0.25627,1.574348,2.478573,3.902137,0.401328,0.195135,0.0,0.208293,54611,0.392479,0.206193,0.206193,AMOCLINGO-INF-MR,145.10000000000002,2.3325266023432114,11142739.0,334260000.0,1083002400.0,106963200.0,227296800.0,0.30864197530864196,0.0333355441871597,0.10417357558487406,0.010288748205913486
GroupAssignment,01032-group_assignment-p250-pr30-middle.asp,321731,507671,0.633739,0.401625,0.254526,1.577936,2.489883,3.928876,0.401143,0.195816,0.0,0.207133,63611,0.393531,0.205327,0.205327,AMOCLINGO-INF-MR,174.59156,1.3715783855760268,13000066.0,389970000.0,1263502800.0,124790400.0,265179600.0,0.30864197530864196,0.033336066876939255,0.10417520899043516,0.010288909529919522
GroupAssignment,01033-group_assignment-p250-pr30-middle.asp,302981,477671,0.634288,0.402321,0.255188,1.576571,2.485576,3.918686,0.401213,0.195557,0.0,0.207574,59861,0.39313,0.205656,0.205656,AMOCLINGO-INF-MR,131.69204,2.268545084425756,12221795.0,366757500.0,1188294300.0,117362400.0,249395100.0,0.30864197530864196,0.03332391293974902,0.10413722793671568,0.010285158314737352
GroupAssignment,01034-group_assignment-p250-pr30-middle.asp,344231,543671,0.63316,0.400892,0.253829,1.579378,2.494436,3.939658,0.401068,0.196089,0.0,0.206666,68111,0.393953,0.204979,0.204979,EOCLINGO-INF-MR,190.46943,1.7717573890991327,13929328.0,417825000.0,1353753000.0,133704000.0,284121000.0,0.30864197530864196,0.03333770837072937,0.10418033865852928,0.010289416163805363
GroupAssignment,01035-group_assignment-p250-pr30-middle.asp,284231,447671,0.63491,0.403111,0.25594,1.575025,2.480705,3.907172,0.401293,0.195264,0.0,0.208074,56111,0.392677,0.20603,0.20603,EOCLINGO-L,242.84648,1.3047700753167186,11450403.0,343545000.0,1113085800.0,109934400.0,233610600.0,0.30864197530864196,0.0333301401563114,0.10415668798847312,0.01028708029515784
GroupAssignment,01036-group_assignment-p250-pr30-punsat.asp,317981,501671,0.633844,0.401758,0.254652,1.577676,2.489062,3.926933,0.401156,0.195766,0.0,0.207217,62861,0.393454,0.20539,0.20539,AMOCLINGO-INF-MR,545.4000599999999,2.209469557080724,346863229.0,385327500.0,1248461100.0,123304800.0,262022700.0,0.30864197530864196,0.9001777163581629,2.813055363619259,0.2778326285056058
GroupAssignment,01039-group_assignment-p250-pr30-punsat.asp,302981,477671,0.634288,0.402321,0.255188,1.576571,2.485576,3.918686,0.401213,0.195557,0.0,0.207574,59861,0.39313,0.205656,0.205656,AMOCLINGO-INF-MR,625.44357,1.9266312786619584,330057573.0,366757500.0,1188294300.0,117362400.0,249395100.0,0.30864197530864196,0.899934079057688,2.812293997055275,0.2777574318079284
GroupAssignment,01040-group_assignment-p250-pr30-punsat.asp,287981,453671,0.634779,0.402945,0.255781,1.57535,2.481729,3.909593,0.401276,0.195325,0.0,0.207969,56861,0.392772,0.205951,0.205951,AMOCLINGO-INF-MR,501.01418,2.4048429527483632,313372080.0,348187500.0,1128127500.0,111420000.0,236767500.0,0.30864197530864196,0.900009563812601,2.812529886914378,0.2777807295717904
GroupAssignment,01044-group_assignment-p250-pr30-punsat.asp,269231,423671,0.635472,0.403824,0.256619,1.573634,2.476323,3.896826,0.401365,0.195,0.0,0.208524,53111,0.392269,0.206366,0.206366,AMOCLINGO-INF-MR,513.90823,2.344744953782896,292342237.0,324975000.0,1052919000.0,103992000.0,220983000.0,0.30864197530864196,0.8995837741364721,2.811199294176475,0.27764931300508394
GroupAssignment,01052-group_assignment-p300-pr30-sat.asp,372531,587571,0.634019,0.40198,0.254863,1.577241,2.487688,3.923682,0.401202,0.195688,0.0,0.207341,73611,0.393285,0.205513,0.205513,EOCLINGO-INF-MR,43.11473,2.027127619725324,3766868.0,451980000.0,1464415200.0,144633600.0,307346400.0,0.30864197530864196,0.008334147528651711,0.026044211027036593,0.0025722677557567008
GroupAssignment,01053-group_assignment-p300-pr30-sat.asp,350031,551571,0.634607,0.402726,0.255573,1.575778,2.483075,3.912774,0.401279,0.195411,0.0,0.207813,69111,0.392854,0.205867,0.205867,AMOCLINGO-INF-MR,49.1076,1.4657865584960372,3534341.0,424080000.0,1374019200.0,135705600.0,288374400.0,0.30864197530864196,0.008334137426900584,0.02604417945906433,0.0025722646379322794
GroupAssignment,01054-group_assignment-p300-pr30-sat.asp,408531,645171,0.633214,0.400959,0.253893,1.579246,2.494018,3.938669,0.401096,0.196068,0.0,0.206694,80811,0.393877,0.205027,0.205027,AMOCLINGO-INF-MR,61.93577,1.5691254020092105,4138067.0,496620000.0,1609048800.0,158918400.0,337701600.0,0.30864197530864196,0.00833246143932987,0.026038941997905844,0.002571747357817861
GroupAssignment,01055-group_assignment-p300-pr30-sat.asp,305031,479571,0.63605,0.404559,0.25732,1.572204,2.471826,3.886215,0.401467,0.194734,0.0,0.208966,60111,0.3918,0.206733,0.206733,AMOCLINGO-INF-MR,34.20898,1.5264787199150631,3068549.0,368280000.0,1193227200.0,117849600.0,250430400.0,0.30864197530864196,0.008332108721624851,0.026037839755077657,0.0025716384943286577
GroupAssignment,01056-group_assignment-p300-pr30-middle.asp,359031,565971,0.634363,0.402416,0.255278,1.576385,2.484989,3.917299,0.401247,0.195526,0.0,0.207617,70911,0.393033,0.20572,0.20572,AMOCLINGO-INF-MR,360.30357,2.0038855013287824,14510266.0,435240000.0,1410177600.0,139276800.0,295963200.0,0.30864197530864196,0.03333853965628159,0.10418293642587997,0.010289672733420244
GroupAssignment,01057-group_assignment-p300-pr30-middle.asp,368031,580371,0.634131,0.402122,0.254998,1.576962,2.48681,3.921606,0.401216,0.195636,0.0,0.207431,72711,0.393203,0.205581,0.205581,AMOCLINGO-INF-MR,221.21513,2.191384287322481,14879954.0,446400000.0,1446336000.0,142848000.0,303552000.0,0.30864197530864196,0.033333230286738354,0.10416634464605735,0.010288034039116776
GroupAssignment,01058-group_assignment-p300-pr30-middle.asp,341031,537171,0.634865,0.403053,0.255884,1.575138,2.481061,3.908014,0.401312,0.19529,0.0,0.208019,67311,0.392665,0.206022,0.206022,AMOCLINGO-INF-MR,162.30588,3.877802270626301,13764734.0,412920000.0,1337860800.0,132134400.0,280785600.0,0.30864197530864196,0.03333511091736898,0.10417222161677807,0.010288614480669438
GroupAssignment,01059-group_assignment-p300-pr30-middle.asp,318531,501171,0.635573,0.403954,0.256742,1.573382,2.475531,3.894957,0.401405,0.194957,0.0,0.208586,62811,0.392147,0.206448,0.206448,EOCLINGO-INF-MR,161.95406000000003,2.0952663983848256,12833142.0,385020000.0,1247464800.0,123206400.0,261813600.0,0.30864197530864196,0.033331104877668695,0.10415970274271466,0.010287378048663177
GroupAssignment,01061-group_assignment-p300-pr30-middle.asp,345531,544371,0.634734,0.402888,0.255727,1.575462,2.482081,3.910424,0.401295,0.195352,0.0,0.207915,68211,0.392761,0.205944,0.205944,AMOCLINGO-INF-MR,190.54481,2.842177595915628,13949993.0,418500000.0,1355940000.0,133920000.0,284580000.0,0.30864197530864196,0.03333331660692951,0.10416661439665471,0.010288060681151083
GroupAssignment,01062-group_assignment-p300-pr30-middle.asp,296031,465171,0.636392,0.404994,0.257735,1.571359,2.469169,3.879952,0.401512,0.194574,0.0,0.209238,58311,0.39155,0.206938,0.206938,EOCLINGO-INF-MR,149.83631,1.4571030212903668,11906612.0,357120000.0,1157068800.0,114278400.0,242841600.0,0.30864197530864196,0.03334064740143369,0.10418952312948028,0.010290323272047435
GroupAssignment,01064-group_assignment-p300-pr30-middle.asp,377031,594771,0.63391,0.401841,0.254731,1.577512,2.488545,3.92571,0.401187,0.19574,0.0,0.207254,74511,0.393366,0.205447,0.205447,EOCLINGO-INF-MR,191.43782,1.37461981127867,15251811.0,457560000.0,1482494400.0,146419200.0,311140800.0,0.30864197530864196,0.033332920272751115,0.10416537585234724,0.01028793835578738
GroupAssignment,01065-group_assignment-p300-pr30-middle.asp,287031,450771,0.636756,0.405458,0.258178,1.570461,2.466348,3.873303,0.401559,0.194404,0.0,0.209528,56511,0.391285,0.207155,0.207155,AMOCLINGO-INF-MR,87.98756,1.3417694501359057,11530816.0,345960000.0,1120910400.0,110707200.0,235252800.0,0.30864197530864196,0.03332991097236675,0.10415597178864609,0.010287009559372453
GroupAssignment,01067-group_assignment-p300-pr30-punsat.asp,363531,573171,0.634245,0.402267,0.255136,1.576677,2.485911,3.919478,0.401231,0.195582,0.0,0.207523,71811,0.393119,0.20565,0.20565,AMOCLINGO-INF-MR,571.97146,2.105550252454904,396565094.0,440820000.0,1428256800.0,141062400.0,299757600.0,0.30864197530864196,0.8996077628056803,2.811274258767751,0.27765671691533345
GroupAssignment,01069-group_assignment-p300-pr30-punsat.asp,327531,515571,0.635278,0.403578,0.256385,1.574114,2.477834,3.900392,0.401367,0.195096,0.0,0.20835,64611,0.392363,0.206271,0.206271,AMOCLINGO-INF-MR,595.14566,2.0244616805237223,356570381.0,396180000.0,1283623200.0,126777600.0,269402400.0,0.30864197530864196,0.9000211545257206,2.8125661078928768,0.27778430695238293
GroupAssignment,01070-group_assignment-p300-pr30-punsat.asp,363531,573171,0.634245,0.402267,0.255136,1.576677,2.485911,3.919478,0.401231,0.195582,0.0,0.207523,71811,0.393119,0.20565,0.20565,AMOCLINGO-INF-MR,643.46402,1.8726943225201624,396706362.0,440820000.0,1428256800.0,141062400.0,299757600.0,0.30864197530864196,0.899928229209201,2.8122757162787533,0.27775562629913614
GroupAssignment,01071-group_assignment-p300-pr30-punsat.asp,345531,544371,0.634734,0.402888,0.255727,1.575462,2.482081,3.910424,0.401295,0.195352,0.0,0.207915,68211,0.392761,0.205944,0.205944,AMOCLINGO-INF-MR,562.2076699999999,2.143363357173694,376617916.0,418500000.0,1355940000.0,133920000.0,284580000.0,0.30864197530864196,0.8999233357228196,2.8122604241338114,0.2777541159638332
GroupAssignment,01072-group_assignment-p300-pr30-punsat.asp,368031,580371,0.634131,0.402122,0.254998,1.576962,2.48681,3.921606,0.401216,0.195636,0.0,0.207431,72711,0.393203,0.205581,0.205581,AMOCLINGO-INF-MR,611.70146,1.96991821140986,401762135.0,446400000.0,1446336000.0,142848000.0,303552000.0,0.30864197530864196,0.9000047827060932,2.8125149459565413,0.2777792539216337
