domain,instance_name,r,a,r_a,r_a_2,r_a_3,a_r,a_r_2,a_r_3,f1,f2,f3,f_horn,n_facts,f_normal,f_constr,c_r,best_config,min_time,performance_ratio,bound,C1_mps,C2_sum,C3_minps,span,rho,mps_ratio,minps_ratio,tightness
GroupAssignment,00310-group_assignment-p250-pr10-middle.asp,100341,153571,0.653385,0.426912,0.278938,1.530491,2.342403,3.585026,0.403823,0.186863,0.0,0.222352,19301,0.379217,0.21696,0.21696,EOCLINGO-INF-MR,104.37727,1.315917641839071,11611473.0,116062500.0,376042500.0,37140000.0,78922500.0,0.30864197530864196,0.10004500161550889,0.31264063004846526,0.03087808691836694
GroupAssignment,00311-group_assignment-p250-pr10-middle.asp,92841,141571,0.655791,0.430062,0.282031,1.524876,2.325246,3.545712,0.404132,0.185802,0.0,0.224157,17801,0.377538,0.21833,0.21833,EOCLINGO-L,101.043951,1.309784590667877,10679246.0,106777500.0,345959100.0,34168800.0,72608700.0,0.30864197530864196,0.10001401044227483,0.3125437826321088,0.030868521741442848
GroupAssignment,00312-group_assignment-p250-pr10-middle.asp,89091,135571,0.657154,0.431851,0.283793,1.521714,2.315613,3.5237,0.404306,0.185204,0.0,0.225174,17051,0.376592,0.219102,0.219102,EOCLINGO-L,80.474017,1.5397787337992586,10220906.0,102135000.0,330917400.0,32683200.0,69451800.0,0.30864197530864196,0.10007251187154256,0.3127265995985705,0.030886577738130423
GroupAssignment,00313-group_assignment-p250-pr10-middle.asp,74091,111571,0.66407,0.44099,0.292848,1.505864,2.267628,3.41474,0.405177,0.182208,0.0,0.230271,14051,0.371854,0.222969,0.222969,EOCLINGO-INF-MR,26.597671,1.5614749125966705,8360307.0,83565000.0,270750600.0,26740800.0,56824200.0,0.30864197530864196,0.10004555735056543,0.312642366720517,0.03087825844153254
GroupAssignment,00314-group_assignment-p250-pr10-middle.asp,96591,147571,0.654539,0.428422,0.280419,1.527792,2.33415,3.566096,0.403971,0.186353,0.0,0.22322,18551,0.37841,0.217619,0.217619,EOCLINGO-INF-MR,56.52013,1.4518413174208906,11140104.0,111420000.0,361000800.0,35654400.0,75765600.0,0.30864197530864196,0.09998298330640819,0.31244682283252556,0.030858945464940796
GroupAssignment,00315-group_assignment-p250-pr10-middle.asp,92841,141571,0.655791,0.430062,0.282031,1.524876,2.325246,3.545712,0.404132,0.185802,0.0,0.224157,17801,0.377538,0.21833,0.21833,EOCLINGO-INF-MR,67.16814,1.5004949816981683,10681051.0,106777500.0,345959100.0,34168800.0,72608700.0,0.30864197530864196,0.10003091475263984,0.3125966086019995,0.030873739121185136
GroupAssignment,00331-group_assignment-p300-pr10-sat.asp,106891,162671,0.657099,0.431779,0.283722,1.52184,2.315997,3.524577,0.404337,0.185235,0.0,0.225098,20451,0.376561,0.219102,0.219102,AMOCLINGO-L,22.509845,1.24838145264883,3067765.0,122760000.0,397742400.0,39283200.0,83476800.0,0.30864197530864196,0.02498993971977843,0.0780935616243076,0.0077129443579563054
GroupAssignment,00333-group_assignment-p300-pr10-sat.asp,88891,133871,0.664005,0.440903,0.292761,1.506013,2.268075,3.415751,0.405215,0.182246,0.0,0.230181,16851,0.371815,0.22297,0.22297,AMOCLINGO-INF-MR,16.249240999999998,1.3128341809934383,2511742.0,100440000.0,325425600.0,32140800.0,68299200.0,0.30864197530864196,0.025007387495021904,0.07814808592194344,0.007718329473772193
GroupAssignment,00334-group_assignment-p300-pr10-sat.asp,124891,191471,0.652271,0.425458,0.277514,1.533105,2.350411,3.603426,0.403712,0.187363,0.0,0.221481,24051,0.379939,0.216349,0.216349,EOCLINGO-INF-MR,26.176743,1.7786384654500371,3627322.0,145080000.0,470059200.0,46425600.0,98654400.0,0.30864197530864196,0.02500221946512269,0.07813193582850841,0.007716734402815646
GroupAssignment,00337-group_assignment-p300-pr10-middle.asp,129391,198671,0.651283,0.424169,0.276254,1.535431,2.357549,3.619855,0.403583,0.187803,0.0,0.220734,24951,0.380637,0.21578,0.21578,EOCLINGO-L,233.05506,1.886420354915272,15063043.0,150660000.0,488138400.0,48211200.0,102448800.0,0.30864197530864196,0.0999803730253551,0.3124386657042347,0.030858139822640466
GroupAssignment,00338-group_assignment-p300-pr10-middle.asp,102391,155471,0.658586,0.433735,0.285652,1.518405,2.305554,3.500764,0.404528,0.184587,0.0,0.226202,19551,0.375531,0.219941,0.219941,EOCLINGO-L,122.369192,3.516862969888696,11719859.0,117180000.0,379663200.0,37497600.0,79682400.0,0.30864197530864196,0.10001586448199351,0.3125495765062297,0.030869093975923925
GroupAssignment,00339-group_assignment-p300-pr10-middle.asp,111391,169871,0.655739,0.429993,0.281963,1.524998,2.325617,3.546561,0.404162,0.185832,0.0,0.224085,21351,0.377508,0.21833,0.21833,AMOCLINGO-INF-MR,79.80642999999999,1.4589187738381484,12838776.0,128340000.0,415821600.0,41068800.0,87271200.0,0.30864197530864196,0.1000372136512389,0.31261629266012153,0.03087568322569102
GroupAssignment,00340-group_assignment-p300-pr10-middle.asp,129391,198671,0.651283,0.424169,0.276254,1.535431,2.357549,3.619855,0.403583,0.187803,0.0,0.220734,24951,0.380637,0.21578,0.21578,EOCLINGO-INF-MR,151.42796,2.469897699209578,15061372.0,150660000.0,488138400.0,48211200.0,102448800.0,0.30864197530864196,0.0999692818266295,0.3124040057082172,0.03085471661315725
GroupAssignment,00341-group_assignment-p300-pr10-middle.asp,124891,191471,0.652271,0.425458,0.277514,1.533105,2.350411,3.603426,0.403712,0.187363,0.0,0.221481,24051,0.379939,0.216349,0.216349,AMOCLINGO-INF-MR,136.41915,1.612240436918131,14517532.0,145080000.0,470059200.0,46425600.0,98654400.0,0.30864197530864196,0.10006570168183071,0.31270531775572097,0.03088447582772553
GroupAssignment,00343-group_assignment-p300-pr10-middle.asp,115891,177071,0.654489,0.428356,0.280354,1.52791,2.334508,3.566919,0.404,0.186382,0.0,0.223149,22251,0.378381,0.217618,0.217618,EOCLINGO-L,342.141465,1.4374183789737385,13392166.0,133920000.0,433900800.0,42854400.0,91065600.0,0.30864197530864196,0.10000123954599761,0.31250387358124254,0.030864580106789385
GroupAssignment,00344-group_assignment-p300-pr10-middle.asp,115891,177071,0.654489,0.428356,0.280354,1.52791,2.334508,3.566919,0.404,0.186382,0.0,0.223149,22251,0.378381,0.217618,0.217618,EOCLINGO-L,191.143342,2.166403420946778,13395722.0,133920000.0,433900800.0,42854400.0,91065600.0,0.30864197530864196,0.10002779271206691,0.3125868522252091,0.030872775528415712
GroupAssignment,00346-group_assignment-p300-pr10-punsat.asp,151891,234671,0.647251,0.418934,0.271155,1.544996,2.387013,3.687926,0.403052,0.18961,0.0,0.217663,29451,0.383505,0.213443,0.213443,AMOCLINGO-INF-MR,907.91663,1.3272041156466097,160720233.0,178560000.0,578534400.0,57139200.0,121420800.0,0.30864197530864196,0.9000909106182796,2.8127840956821237,0.2778058366105801
GroupAssignment,00348-group_assignment-p300-pr10-punsat.asp,120391,184271,0.653337,0.426849,0.278876,1.530604,2.34275,3.585824,0.403851,0.186891,0.0,0.222284,23151,0.379189,0.21696,0.21696,AMOCLINGO-INF-MR,658.98718,1.8285836395178432,125543560.0,139500000.0,451980000.0,44640000.0,94860000.0,0.30864197530864196,0.899953835125448,2.812355734767025,0.27776352935970616
GroupAssignment,00349-group_assignment-p300-pr10-punsat.asp,124891,191471,0.652271,0.425458,0.277514,1.533105,2.350411,3.603426,0.403712,0.187363,0.0,0.221481,24051,0.379939,0.216349,0.216349,AMOCLINGO-INF-MR,710.0134300000001,1.6971506834736914,130603494.0,145080000.0,470059200.0,46425600.0,98654400.0,0.30864197530864196,0.9002170802315964,2.8131783757237385,0.27784477784925815
GroupAssignment,00350-group_assignment-p300-pr10-punsat.asp,133891,205871,0.650364,0.422973,0.275086,1.537601,2.364218,3.635226,0.403463,0.188213,0.0,0.220037,25851,0.381288,0.21525,0.21525,AMOCLINGO-INF-MR,643.1869899999999,1.8735268137186671,140583466.0,156240000.0,506217600.0,49996800.0,106243200.0,0.30864197530864196,0.8997917690732207,2.8118492783538147,0.2777135089732163
GroupAssignment,00361-group_assignment-p50-pr15-sat.asp,28426,43996,0.646104,0.417451,0.269717,1.547738,2.395493,3.707595,0.402097,0.189967,0.0,0.217442,5566,0.385774,0.21213,0.21213,CLINGO-AMO,1.01087,2.099728946353141,553612.0,33210000.0,107600400.0,10627200.0,22582800.0,0.30864197530864196,0.016670039144835894,0.052093872327612166,0.005145073810134535
GroupAssignment,00363-group_assignment-p50-pr15-sat.asp,27676,42796,0.646696,0.418216,0.270458,1.546322,2.391111,3.697427,0.402153,0.189695,0.0,0.217914,5416,0.385388,0.212458,0.212458,CLINGO-AMO,0.942282,2.2396543709844825,538153.0,32287500.0,104611500.0,10332000.0,21955500.0,0.30864197530864196,0.016667533875338755,0.052086043360433605,0.0051443005788082575
GroupAssignment,00364-group_assignment-p50-pr15-sat.asp,24676,37996,0.649437,0.421768,0.273912,1.539796,2.370971,3.650811,0.402415,0.188442,0.0,0.220092,4816,0.383612,0.213973,0.213973,WASP-AMO,0.618415,1.512280588278098,476605.0,28597500.0,92655900.0,9151200.0,19446300.0,0.30864197530864196,0.01666596730483434,0.05208114782760731,0.005143817069393314
GroupAssignment,00365-group_assignment-p50-pr15-sat.asp,32176,49996,0.643571,0.414184,0.266557,1.553829,2.414384,3.75154,0.401852,0.191136,0.0,0.215409,6316,0.387432,0.210716,0.210716,CLINGO-AMO,1.487995,1.7744602636433593,630576.0,37822500.0,122544900.0,12103200.0,25719300.0,0.30864197530864196,0.016671980963712075,0.05209994051160024,0.0051456731369481715
GroupAssignment,00366-group_assignment-p50-pr15-middle.asp,34426,53596,0.642324,0.41258,0.26501,1.556847,2.423771,3.77344,0.401731,0.191716,0.0,0.214402,6766,0.388253,0.210016,0.210016,EOCLINGO-INF-MR,5.251288,1.7933990670479318,2706430.0,40590000.0,131511600.0,12988800.0,27601200.0,0.30864197530864196,0.06667726040896772,0.20836643877802413,0.020579401360792508
GroupAssignment,00369-group_assignment-p50-pr15-middle.asp,29176,45196,0.645544,0.416727,0.269015,1.549081,2.399653,3.717258,0.402043,0.190225,0.0,0.216993,5716,0.386139,0.211818,0.211818,EOCLINGO-L,4.896632,1.4338710770995249,2275014.0,34132500.0,110589300.0,10922400.0,23210100.0,0.30864197530864196,0.06665242803779389,0.2082888376181059,0.02057173704870182
GroupAssignment,00370-group_assignment-p50-pr15-middle.asp,32176,49996,0.643571,0.414184,0.266557,1.553829,2.414384,3.75154,0.401852,0.191136,0.0,0.215409,6316,0.387432,0.210716,0.210716,AMOCLINGO-INF-MR,3.743763,2.2402224713476784,2522141.0,37822500.0,122544900.0,12103200.0,25719300.0,0.30864197530864196,0.06668361425077665,0.20838629453367705,0.020581362423079213
GroupAssignment,00371-group_assignment-p50-pr15-middle.asp,33676,52396,0.642721,0.41309,0.265502,1.555885,2.42078,3.766456,0.40177,0.191531,0.0,0.214723,6616,0.387991,0.210239,0.210239,AMOCLINGO-INF-MR,4.767853000000001,2.224244539418476,2644656.0,39667500.0,128522700.0,12693600.0,26973900.0,0.30864197530864196,0.06667059935715636,0.20834562299111364,0.020577345480603814
GroupAssignment,00372-group_assignment-p50-pr15-middle.asp,26176,40396,0.647985,0.419884,0.272079,1.543246,2.381607,3.675405,0.402277,0.189105,0.0,0.218941,5116,0.384551,0.213172,0.213172,AMOCLINGO-INF-MR,3.163784,1.5397666212358367,2029888.0,30442500.0,98633700.0,9741600.0,20700900.0,0.30864197530864196,0.06667941200624128,0.208373162519504,0.020580065434025085
GroupAssignment,00373-group_assignment-p50-pr15-middle.asp,35176,54796,0.641945,0.412093,0.264541,1.557767,2.426637,3.780134,0.401694,0.191892,0.0,0.214095,6916,0.388504,0.209802,0.209802,AMOCLINGO-INF-MR,7.109114,1.3576759354259895,2766912.0,41512500.0,134500500.0,13284000.0,28228500.0,0.30864197530864196,0.06665250225835592,0.20828906955736223,0.02057175995628269
GroupAssignment,00374-group_assignment-p50-pr15-middle.asp,38926,60796,0.640272,0.409949,0.262479,1.561835,2.439329,3.809831,0.401531,0.192673,0.0,0.212737,7666,0.389611,0.208858,0.208858,AMOCLINGO-INF-MR,8.405951,1.250850736579359,3074599.0,46125000.0,149445000.0,14760000.0,31365000.0,0.30864197530864196,0.066657972899729,0.2083061653116531,0.020573448425842283
GroupAssignment,00375-group_assignment-p50-pr15-middle.asp,29176,45196,0.645544,0.416727,0.269015,1.549081,2.399653,3.717258,0.402043,0.190225,0.0,0.216993,5716,0.386139,0.211818,0.211818,AMOCLINGO-INF-MR,4.57018,1.9154985142817131,2275358.0,34132500.0,110589300.0,10922400.0,23210100.0,0.30864197530864196,0.06666250640884787,0.2083203325276496,0.020574847657051813
GroupAssignment,00391-group_assignment-p100-pr15-sat.asp,58226,90296,0.644835,0.415812,0.26813,1.550785,2.404934,3.729535,0.402398,0.190636,0.0,0.216072,11366,0.385841,0.211761,0.211761,EOCLINGO-INF-MR,5.025338,1.5911323775634596,1147178.0,68820000.0,222976800.0,22022400.0,46797600.0,0.30864197530864196,0.016669253124091832,0.05209141601278698,0.005144831211139455
GroupAssignment,00392-group_assignment-p100-pr15-sat.asp,80726,126296,0.639181,0.408552,0.261139,1.564502,2.447667,3.82938,0.401729,0.193246,0.0,0.211592,15866,0.389788,0.208483,0.208483,AMOCLINGO-INF-MR,8.001018,1.2173324694432632,1612650.0,96720000.0,313372800.0,30950400.0,65769600.0,0.30864197530864196,0.016673387096774194,0.05210433467741935,0.00514610712863401
GroupAssignment,00393-group_assignment-p100-pr15-sat.asp,62726,97496,0.64337,0.413925,0.266307,1.554316,2.415897,3.755066,0.402226,0.191308,0.0,0.214919,12266,0.386857,0.210917,0.210917,AMOCLINGO-INF-MR,5.410845,1.370878300893853,1239401.0,74400000.0,241056000.0,23808000.0,50592000.0,0.30864197530864196,0.01665861559139785,0.05205817372311828,0.005141548022036374
GroupAssignment,00395-group_assignment-p100-pr15-sat.asp,67226,104696,0.642107,0.412301,0.264741,1.557374,2.425413,3.777274,0.402077,0.19189,0.0,0.21392,13166,0.387737,0.210187,0.210187,AMOCLINGO-INF-MR,5.008437,1.2024531805032188,1332847.0,79980000.0,259135200.0,25593600.0,54386400.0,0.30864197530864196,0.016664753688422105,0.05207735527631908,0.005143442496426576
GroupAssignment,00397-group_assignment-p100-pr15-middle.asp,53726,83096,0.646553,0.418031,0.27028,1.546663,2.392165,3.699873,0.402598,0.189852,0.0,0.217418,10466,0.384655,0.212746,0.212746,AMOCLINGO-INF-MR,8.340087,2.954314984963586,4214352.0,63240000.0,204897600.0,20236800.0,43003200.0,0.30864197530864196,0.06664060721062619,0.20825189753320683,0.020568088645254997
GroupAssignment,00398-group_assignment-p100-pr15-middle.asp,58226,90296,0.644835,0.415812,0.26813,1.550785,2.404934,3.729535,0.402398,0.190636,0.0,0.216072,11366,0.385841,0.211761,0.211761,AMOCLINGO-INF-MR,6.133708,4.499937558162208,4586348.0,68820000.0,222976800.0,22022400.0,46797600.0,0.30864197530864196,0.06664266201685556,0.20825831880267365,0.02056872284470851
GroupAssignment,00399-group_assignment-p100-pr15-middle.asp,46226,71096,0.650191,0.422749,0.274868,1.538009,2.365471,3.638116,0.40302,0.188206,0.0,0.220244,8966,0.382166,0.214814,0.214814,EOCLINGO-INF-MR,6.324436,1.3581995295707,3596316.0,53940000.0,174765600.0,17260800.0,36679200.0,0.30864197530864196,0.06667252502780868,0.20835164071190213,0.02057793982339774
GroupAssignment,00402-group_assignment-p100-pr15-middle.asp,65726,102296,0.642508,0.412817,0.265238,1.556401,2.422383,3.7702,0.402124,0.191705,0.0,0.214238,12866,0.387457,0.210419,0.210419,AMOCLINGO-INF-MR,7.617110999999999,2.8974529844714096,5210917.0,78120000.0,253108800.0,24998400.0,53121600.0,0.30864197530864196,0.06670400665642601,0.2084500208013313,0.020587656375440126
GroupAssignment,00403-group_assignment-p100-pr15-middle.asp,49226,75896,0.648598,0.420679,0.272852,1.541787,2.377107,3.664992,0.402836,0.188925,0.0,0.21901,9566,0.383253,0.213911,0.213911,AMOCLINGO-INF-MR,11.337513,1.3625949535846178,3844369.0,57660000.0,186818400.0,18451200.0,39208800.0,0.30864197530864196,0.06667306625043358,0.20835333203260492,0.020578106867417772
GroupAssignment,00404-group_assignment-p100-pr15-middle.asp,61226,95096,0.643834,0.414522,0.266883,1.553196,2.412419,3.74696,0.40228,0.191095,0.0,0.215284,11966,0.386535,0.211185,0.211185,EOCLINGO-INF-MR,17.536251,1.3054593025613055,4836659.0,72540000.0,235029600.0,23212800.0,49327200.0,0.30864197530864196,0.06667575130962228,0.20836172284256962,0.020578935589389592
GroupAssignment,00405-group_assignment-p100-pr15-middle.asp,53726,83096,0.646553,0.418031,0.27028,1.546663,2.392165,3.699873,0.402598,0.189852,0.0,0.217418,10466,0.384655,0.212746,0.212746,AMOCLINGO-INF-MR,7.451502,1.496560022395485,4215229.0,63240000.0,204897600.0,20236800.0,43003200.0,0.30864197530864196,0.06665447501581277,0.20829523442441492,0.020572368832040982
GroupAssignment,00421-group_assignment-p150-pr15-sat.asp,103026,160596,0.641523,0.411552,0.26402,1.558791,2.429829,3.787596,0.402132,0.192184,0.0,0.213354,20166,0.387921,0.209947,0.209947,EOCLINGO-INF-MR,10.472884,1.928425159679034,2051392.0,123090000.0,398811600.0,39388800.0,83701200.0,0.30864197530864196,0.016665789259891137,0.052080591437159804,0.0051437621172503506
GroupAssignment,00423-group_assignment-p150-pr15-sat.asp,116526,182196,0.639564,0.409042,0.261609,1.563565,2.444736,3.822504,0.401885,0.19309,0.0,0.211807,22866,0.389321,0.208795,0.208795,AMOCLINGO-INF-MR,12.319982,1.685774540904362,2331437.0,139875000.0,453195000.0,44760000.0,95115000.0,0.30864197530864196,0.016668003574620196,0.05208751117068811,0.0051444455477222826
GroupAssignment,00425-group_assignment-p150-pr15-sat.asp,87276,135396,0.644598,0.415507,0.267835,1.551354,2.4067,3.733645,0.402516,0.190774,0.0,0.215764,17016,0.385742,0.211742,0.211742,AMOCLINGO-INF-MR,9.123464,1.4758977511173386,1725548.0,103507500.0,335364300.0,33122400.0,70385100.0,0.30864197530864196,0.016670753327053596,0.05209610414704249,0.005145294236744937
GroupAssignment,00427-group_assignment-p150-pr15-middle.asp,91776,142596,0.643609,0.414232,0.266603,1.55374,2.414107,3.750893,0.402393,0.191226,0.0,0.214991,17916,0.386441,0.211166,0.211166,AMOCLINGO-INF-MR,28.443012,2.765985683935302,7271554.0,109102500.0,353492100.0,34912800.0,74189700.0,0.30864197530864196,0.0666488302284549,0.20827759446392155,0.020570626613720645
GroupAssignment,00428-group_assignment-p150-pr15-middle.asp,78276,120996,0.64693,0.418519,0.270753,1.545761,2.389378,3.693407,0.402805,0.189713,0.0,0.217576,15216,0.384102,0.213092,0.213092,EOCLINGO-INF-MR,19.947005,2.498816188194669,6154481.0,92317500.0,299108700.0,29541600.0,62775900.0,0.30864197530864196,0.0666664608552008,0.2083326901725025,0.020576068165185434
GroupAssignment,00429-group_assignment-p150-pr15-middle.asp,100776,156996,0.641902,0.412038,0.264488,1.557871,2.426962,3.780893,0.402179,0.19201,0.0,0.213652,19716,0.387652,0.210169,0.210169,EOCLINGO-INF-MR,67.96556,1.4473761416811692,8021625.0,120292500.0,389747700.0,38493600.0,81798900.0,0.30864197530864196,0.06668433194089407,0.20838853731529397,0.020581583932374713
GroupAssignment,00430-group_assignment-p150-pr15-middle.asp,112026,174996,0.640163,0.409809,0.262345,1.562102,2.440162,3.81178,0.40196,0.192812,0.0,0.212281,21966,0.388892,0.209148,0.209148,AMOCLINGO-INF-MR,58.13684,1.4808697892764724,8950828.0,134280000.0,435067200.0,42969600.0,91310400.0,0.30864197530864196,0.06665793863568663,0.2083060582365207,0.020573437850520564
GroupAssignment,00431-group_assignment-p150-pr15-middle.asp,71526,110196,0.64908,0.421305,0.27346,1.540643,2.37358,3.656838,0.40307,0.188743,0.0,0.219235,13866,0.382602,0.214328,0.214328,EOCLINGO-L,35.264346,1.6500007117670634,5596157.0,83925000.0,271917000.0,26856000.0,57069000.0,0.30864197530864196,0.0666804527852249,0.20837641495382783,0.020580386662106452
GroupAssignment,00432-group_assignment-p150-pr15-middle.asp,100776,156996,0.641902,0.412038,0.264488,1.557871,2.426962,3.780893,0.402179,0.19201,0.0,0.213652,19716,0.387652,0.210169,0.210169,EOCLINGO-INF-MR,39.65829,2.448805029162881,8019400.0,120292500.0,389747700.0,38493600.0,81798900.0,0.30864197530864196,0.0666658353596442,0.20833073549888811,0.020575875111001295
GroupAssignment,00434-group_assignment-p150-pr15-middle.asp,100776,156996,0.641902,0.412038,0.264488,1.557871,2.426962,3.780893,0.402179,0.19201,0.0,0.213652,19716,0.387652,0.210169,0.210169,AMOCLINGO-INF-MR,48.48626,2.008133644459276,8019563.0,120292500.0,389747700.0,38493600.0,81798900.0,0.30864197530864196,0.06666719039009082,0.2083349699690338,0.020576293330274945
GroupAssignment,00451-group_assignment-p200-pr15-sat.asp,116326,180496,0.64448,0.415354,0.267687,1.551639,2.407585,3.735703,0.402576,0.190843,0.0,0.21561,22666,0.385692,0.211733,0.211733,EOCLINGO-INF-MR,14.272363,1.4888412661589394,2294757.0,137640000.0,445953600.0,44044800.0,93595200.0,0.30864197530864196,0.01667216652136007,0.05210052037925022,0.005145730407827182
GroupAssignment,00452-group_assignment-p200-pr15-sat.asp,101326,156496,0.647467,0.419214,0.271427,1.54448,2.385419,3.684232,0.402957,0.189487,0.0,0.21792,19666,0.383574,0.213469,0.213469,AMOCLINGO-INF-MR,7.927769,1.7261025138345985,1984667.0,119040000.0,385689600.0,38092800.0,80947200.0,0.30864197530864196,0.01667226982526882,0.052100843203965054,0.005145762291749635
GroupAssignment,00454-group_assignment-p200-pr15-sat.asp,107326,166096,0.646168,0.417534,0.269797,1.547584,2.395016,3.706489,0.402791,0.190075,0.0,0.216919,20866,0.384492,0.212716,0.212716,AMOCLINGO-INF-MR,9.546467,1.576391664057499,2108335.0,126480000.0,409795200.0,40473600.0,86006400.0,0.30864197530864196,0.01666931530676787,0.05209161033364959,0.005144850403323416
GroupAssignment,00456-group_assignment-p200-pr15-middle.asp,107326,166096,0.646168,0.417534,0.269797,1.547584,2.395016,3.706489,0.402791,0.190075,0.0,0.216919,20866,0.384492,0.212716,0.212716,AMOCLINGO-INF-MR,35.89199,1.302140672612469,8429089.0,126480000.0,409795200.0,40473600.0,86006400.0,0.30864197530864196,0.06664365117014548,0.2082614099067046,0.020569028138933788
GroupAssignment,00457-group_assignment-p200-pr15-middle.asp,122326,190096,0.643496,0.414087,0.266463,1.554011,2.414951,3.752862,0.402449,0.191292,0.0,0.214844,23866,0.386394,0.211157,0.211157,AMOCLINGO-INF-MR,72.63264000000001,1.3931138947999135,9669916.0,145080000.0,470059200.0,46425600.0,98654400.0,0.30864197530864196,0.06665230217810864,0.20828844430658947,0.020571698203119947
GroupAssignment,00459-group_assignment-p200-pr15-middle.asp,143326,223696,0.640718,0.410519,0.263027,1.56075,2.435939,3.801891,0.40209,0.192568,0.0,0.212669,28066,0.388387,0.209522,0.209522,EOCLINGO-INF-MR,60.57155,1.3092128235120284,11409446.0,171120000.0,554428800.0,54758400.0,116361600.0,0.30864197530864196,0.06667511687704535,0.2083597402407667,0.020578739776865848
GroupAssignment,00460-group_assignment-p200-pr15-middle.asp,122326,190096,0.643496,0.414087,0.266463,1.554011,2.414951,3.752862,0.402449,0.191292,0.0,0.214844,23866,0.386394,0.211157,0.211157,EOCLINGO-INF-MR,38.42245,2.581217751600952,9671639.0,145080000.0,470059200.0,46425600.0,98654400.0,0.30864197530864196,0.06666417838433968,0.2083255574510615,0.02057536369887027
GroupAssignment,00461-group_assignment-p200-pr15-middle.asp,113326,175696,0.645012,0.41604,0.268351,1.550359,2.403613,3.726464,0.402644,0.190601,0.0,0.216023,22066,0.385313,0.212043,0.212043,EOCLINGO-L,125.67409,1.2297670904161708,8929943.0,133920000.0,433900800.0,42854400.0,91065600.0,0.30864197530864196,0.06668117532855436,0.20837867290173237,0.0205806096693069
GroupAssignment,00462-group_assignment-p200-pr15-middle.asp,116326,180496,0.64448,0.415354,0.267687,1.551639,2.407585,3.735703,0.402576,0.190843,0.0,0.21561,22666,0.385692,0.211733,0.211733,EOCLINGO-L,109.784713,1.3859490255259856,9173539.0,137640000.0,445953600.0,44044800.0,93595200.0,0.30864197530864196,0.06664878668991572,0.20827745840598663,0.020570613175899914
GroupAssignment,00463-group_assignment-p200-pr15-middle.asp,116326,180496,0.64448,0.415354,0.267687,1.551639,2.407585,3.735703,0.402576,0.190843,0.0,0.21561,22666,0.385692,0.211733,0.211733,AMOCLINGO-INF-MR,51.98021,1.9320826907009416,9179575.0,137640000.0,445953600.0,44044800.0,93595200.0,0.30864197530864196,0.06669264022086603,0.20841450069020634,0.020584148216316676
GroupAssignment,00464-group_assignment-p200-pr15-middle.asp,146326,228496,0.640388,0.410096,0.262621,1.561554,2.438452,3.807775,0.402047,0.19272,0.0,0.212409,28666,0.388625,0.209327,0.209327,AMOCLINGO-INF-MR,75.0214,2.51352747349423,11653149.0,174840000.0,566481600.0,55948800.0,118891200.0,0.30864197530864196,0.06665036032944406,0.2082823760295127,0.020571098867112364
GroupAssignment,00465-group_assignment-p200-pr15-middle.asp,128326,199696,0.642607,0.412943,0.26536,1.556162,2.421639,3.768462,0.402335,0.191699,0.0,0.21415,25066,0.38703,0.210635,0.210635,AMOCLINGO-INF-MR,79.54801,1.7183964752858052,10166703.0,152520000.0,494164800.0,48806400.0,103713600.0,0.30864197530864196,0.0666581628638867,0.20830675894964595,0.020573507056755154
GroupAssignment,00481-group_assignment-p250-pr15-sat.asp,141626,219596,0.644939,0.415946,0.26826,1.550535,2.404157,3.727729,0.40268,0.190643,0.0,0.215928,27566,0.385282,0.212037,0.212037,AMOCLINGO-INF-MR,32.12736,1.2567597524353074,2785146.0,167130000.0,541501200.0,53481600.0,113648400.0,0.30864197530864196,0.01666454855501705,0.05207671423442829,0.005143379183647238
GroupAssignment,00483-group_assignment-p250-pr15-sat.asp,149126,231596,0.643906,0.414615,0.266973,1.553022,2.411878,3.745701,0.402545,0.191114,0.0,0.215127,29066,0.386023,0.211432,0.211432,AMOCLINGO-INF-MR,14.079851,2.235711940417552,2940050.0,176415000.0,571584600.0,56452800.0,119962200.0,0.30864197530864196,0.016665532976220844,0.05207979055069013,0.005143683017352112
GroupAssignment,00489-group_assignment-p250-pr15-middle.asp,119126,183596,0.648849,0.421004,0.273168,1.541192,2.375272,3.660749,0.403187,0.188876,0.0,0.218936,23066,0.382503,0.214311,0.214311,EOCLINGO-INF-MR,91.70586,1.421307515135892,9281157.0,139275000.0,451251000.0,44568000.0,94707000.0,0.30864197530864196,0.06663907377490576,0.20824710554658052,0.020567615362625236
GroupAssignment,00490-group_assignment-p250-pr15-middle.asp,134126,207596,0.646091,0.417434,0.269701,1.547769,2.395587,3.707815,0.40283,0.19012,0.0,0.216819,26066,0.384459,0.21271,0.21271,EOCLINGO-L,151.441429,1.5965815404449202,10521203.0,157845000.0,511417800.0,50510400.0,107334600.0,0.30864197530864196,0.06665528208052203,0.20829775650163135,0.020572617926087045
GroupAssignment,00492-group_assignment-p250-pr15-middle.asp,137876,213596,0.645499,0.416669,0.268959,1.549189,2.399987,3.718034,0.402753,0.190388,0.0,0.216361,26816,0.384882,0.212365,0.212365,AMOCLINGO-INF-MR,38.333180000000006,3.4801623554320305,10834995.0,162487500.0,526459500.0,51996000.0,110491500.0,0.30864197530864196,0.06668202169397645,0.20838131779367644,0.02058087089320261
