domain,instance_name,r,a,r_a,r_a_2,r_a_3,a_r,a_r_2,a_r_3,f1,f2,f3,f_horn,n_facts,f_normal,f_constr,c_r,best_config,min_time,bound,C1_mps,C2_sum,C3_minps,span,rho,mps_ratio,minps_ratio,tightness
GraphColouring,0090-wgc-n60-d70-p8.asp,15073,3002,5.020986,25.210301,126.580566,0.199164,0.039666,0.0079,0.008028,0.816692,0.0,0.983945,2581,0.175214,0.816758,0.816758,CLINGO-AMO,0.111747,323.0,3840.0,5640.0,120.0,3720.0,0.6808510638297872,0.08411458333333334,2.691666666666667,0.05726950354609929
GraphColouring,0090-wgc-n60-d70-p80.asp,15073,3002,5.020986,25.210301,126.580566,0.199164,0.039666,0.0079,0.008028,0.816692,0.0,0.983945,2581,0.175214,0.816758,0.816758,EOCLINGO-L,0.720594,3088.0,3840.0,5640.0,120.0,3720.0,0.6808510638297872,0.8041666666666667,25.733333333333334,0.5475177304964539
GraphColouring,0090-wgc-n60-d70-p88.asp,15073,3002,5.020986,25.210301,126.580566,0.199164,0.039666,0.0079,0.008028,0.816692,0.0,0.983945,2581,0.175214,0.816758,0.816758,AMOCLINGO-L,0.721827,3392.0,3840.0,5640.0,120.0,3720.0,0.6808510638297872,0.8833333333333333,28.266666666666666,0.601418439716312
GraphColouring,0091-wgc-n80-d30-p10.asp,12085,2664,4.536411,20.579028,93.35494,0.220439,0.048593,0.010712,0.013322,0.805958,0.0,0.973355,2103,0.180637,0.806041,0.806041,CLINGO-AMO,0.121836,547.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.1068359375,3.41875,0.07273936170212766
GraphColouring,0091-wgc-n80-d30-p20.asp,12085,2664,4.536411,20.579028,93.35494,0.220439,0.048593,0.010712,0.013322,0.805958,0.0,0.973355,2103,0.180637,0.806041,0.806041,EOCLINGO-L,0.691053,1074.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.209765625,6.7125,0.1428191489361702
GraphColouring,0091-wgc-n80-d30-p28.asp,12085,2664,4.536411,20.579028,93.35494,0.220439,0.048593,0.010712,0.013322,0.805958,0.0,0.973355,2103,0.180637,0.806041,0.806041,EOCLINGO-INF-MR,0.684666,1478.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.288671875,9.2375,0.19654255319148936
GraphColouring,0091-wgc-n80-d30-p38.asp,12085,2664,4.536411,20.579028,93.35494,0.220439,0.048593,0.010712,0.013322,0.805958,0.0,0.973355,2103,0.180637,0.806041,0.806041,EOCLINGO-INF-MR,0.686765,1957.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.3822265625,12.23125,0.26023936170212764
GraphColouring,0091-wgc-n80-d30-p50.asp,12085,2664,4.536411,20.579028,93.35494,0.220439,0.048593,0.010712,0.013322,0.805958,0.0,0.973355,2103,0.180637,0.806041,0.806041,EOCLINGO-INF-MR,0.68643,2570.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.501953125,16.0625,0.34175531914893614
GraphColouring,0091-wgc-n80-d30-p61.asp,12085,2664,4.536411,20.579028,93.35494,0.220439,0.048593,0.010712,0.013322,0.805958,0.0,0.973355,2103,0.180637,0.806041,0.806041,EOCLINGO-L,0.6873619999999999,3129.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.6111328125,19.55625,0.4160904255319149
GraphColouring,0091-wgc-n80-d30-p70.asp,12085,2664,4.536411,20.579028,93.35494,0.220439,0.048593,0.010712,0.013322,0.805958,0.0,0.973355,2103,0.180637,0.806041,0.806041,EOCLINGO-L,0.684223,3586.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.700390625,22.4125,0.47686170212765955
GraphColouring,0091-wgc-n80-d30-p80.asp,12085,2664,4.536411,20.579028,93.35494,0.220439,0.048593,0.010712,0.013322,0.805958,0.0,0.973355,2103,0.180637,0.806041,0.806041,EOCLINGO-L,0.684277,4130.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.806640625,25.8125,0.5492021276595744
GraphColouring,0091-wgc-n80-d30-p88.asp,12085,2664,4.536411,20.579028,93.35494,0.220439,0.048593,0.010712,0.013322,0.805958,0.0,0.973355,2103,0.180637,0.806041,0.806041,AMOCLINGO-L,0.6874760000000001,4553.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.8892578125,28.45625,0.6054521276595745
GraphColouring,0092-wgc-n80-d30-p11.asp,11401,2550,4.47098,19.989666,89.373403,0.223665,0.050026,0.011189,0.014122,0.804315,0.0,0.971757,1989,0.181475,0.804403,0.804403,CLINGO-AMO,0.129265,584.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.1140625,3.65,0.07765957446808511
GraphColouring,0092-wgc-n80-d30-p19.asp,11401,2550,4.47098,19.989666,89.373403,0.223665,0.050026,0.011189,0.014122,0.804315,0.0,0.971757,1989,0.181475,0.804403,0.804403,EOCLINGO-INF-MR,0.6775410000000001,1009.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.1970703125,6.30625,0.13417553191489362
GraphColouring,0092-wgc-n80-d30-p31.asp,11401,2550,4.47098,19.989666,89.373403,0.223665,0.050026,0.011189,0.014122,0.804315,0.0,0.971757,1989,0.181475,0.804403,0.804403,EOCLINGO-L,0.6730929999999999,1611.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.3146484375,10.06875,0.2142287234042553
GraphColouring,0092-wgc-n80-d30-p41.asp,11401,2550,4.47098,19.989666,89.373403,0.223665,0.050026,0.011189,0.014122,0.804315,0.0,0.971757,1989,0.181475,0.804403,0.804403,EOCLINGO-INF-MR,0.672623,2099.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.4099609375,13.11875,0.2791223404255319
GraphColouring,0092-wgc-n80-d30-p48.asp,11401,2550,4.47098,19.989666,89.373403,0.223665,0.050026,0.011189,0.014122,0.804315,0.0,0.971757,1989,0.181475,0.804403,0.804403,EOCLINGO-L,0.6787890000000001,2467.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.4818359375,15.41875,0.3280585106382979
GraphColouring,0092-wgc-n80-d30-p61.asp,11401,2550,4.47098,19.989666,89.373403,0.223665,0.050026,0.011189,0.014122,0.804315,0.0,0.971757,1989,0.181475,0.804403,0.804403,AMOCLINGO-L,0.6831200000000001,3172.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.61953125,19.825,0.4218085106382979
GraphColouring,0092-wgc-n80-d30-p71.asp,11401,2550,4.47098,19.989666,89.373403,0.223665,0.050026,0.011189,0.014122,0.804315,0.0,0.971757,1989,0.181475,0.804403,0.804403,EOCLINGO-L,0.678473,3638.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.710546875,22.7375,0.48377659574468085
GraphColouring,0092-wgc-n80-d30-p80.asp,11401,2550,4.47098,19.989666,89.373403,0.223665,0.050026,0.011189,0.014122,0.804315,0.0,0.971757,1989,0.181475,0.804403,0.804403,AMOCLINGO-L,0.6763859999999999,4105.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.8017578125,25.65625,0.5458776595744681
GraphColouring,0092-wgc-n80-d30-p91.asp,11401,2550,4.47098,19.989666,89.373403,0.223665,0.050026,0.011189,0.014122,0.804315,0.0,0.971757,1989,0.181475,0.804403,0.804403,CLINGO-AMO,0.224812,4697.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.9173828125,29.35625,0.6246010638297872
GraphColouring,0093-wgc-n80-d30-p20.asp,11521,2570,4.482879,20.096208,90.088874,0.223071,0.049761,0.0111,0.013974,0.804618,0.0,0.972051,2009,0.181321,0.804704,0.804704,EOCLINGO-INF-MR,0.67762,1064.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.2078125,6.65,0.14148936170212767
GraphColouring,0093-wgc-n80-d30-p28.asp,11521,2570,4.482879,20.096208,90.088874,0.223071,0.049761,0.0111,0.013974,0.804618,0.0,0.972051,2009,0.181321,0.804704,0.804704,EOCLINGO-INF-MR,0.6772640000000001,1456.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.284375,9.1,0.19361702127659575
GraphColouring,0093-wgc-n80-d30-p39.asp,11521,2570,4.482879,20.096208,90.088874,0.223071,0.049761,0.0111,0.013974,0.804618,0.0,0.972051,2009,0.181321,0.804704,0.804704,EOCLINGO-L,0.6821020000000001,2022.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.394921875,12.6375,0.2688829787234043
GraphColouring,0093-wgc-n80-d30-p49.asp,11521,2570,4.482879,20.096208,90.088874,0.223071,0.049761,0.0111,0.013974,0.804618,0.0,0.972051,2009,0.181321,0.804704,0.804704,EOCLINGO-L,0.677885,2544.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.496875,15.9,0.3382978723404255
GraphColouring,0093-wgc-n80-d30-p60.asp,11521,2570,4.482879,20.096208,90.088874,0.223071,0.049761,0.0111,0.013974,0.804618,0.0,0.972051,2009,0.181321,0.804704,0.804704,EOCLINGO-L,0.6837570000000001,3114.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.608203125,19.4625,0.4140957446808511
GraphColouring,0093-wgc-n80-d30-p69.asp,11521,2570,4.482879,20.096208,90.088874,0.223071,0.049761,0.0111,0.013974,0.804618,0.0,0.972051,2009,0.181321,0.804704,0.804704,AMOCLINGO-L,0.679407,3558.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.694921875,22.2375,0.4731382978723404
GraphColouring,0093-wgc-n80-d30-p79.asp,11521,2570,4.482879,20.096208,90.088874,0.223071,0.049761,0.0111,0.013974,0.804618,0.0,0.972051,2009,0.181321,0.804704,0.804704,AMOCLINGO-L,0.674983,4065.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.7939453125,25.40625,0.5405585106382979
GraphColouring,0093-wgc-n80-d30-p8.asp,11521,2570,4.482879,20.096208,90.088874,0.223071,0.049761,0.0111,0.013974,0.804618,0.0,0.972051,2009,0.181321,0.804704,0.804704,CLINGO-AMO,0.105208,414.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.080859375,2.5875,0.055053191489361705
GraphColouring,0093-wgc-n80-d30-p89.asp,11521,2570,4.482879,20.096208,90.088874,0.223071,0.049761,0.0111,0.013974,0.804618,0.0,0.972051,2009,0.181321,0.804704,0.804704,AMOCLINGO-L,0.676536,4584.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.8953125,28.65,0.6095744680851064
GraphColouring,0094-wgc-n80-d30-p21.asp,11545,2574,4.485237,20.117351,90.231086,0.222954,0.049708,0.011083,0.013945,0.804677,0.0,0.972109,2013,0.181291,0.804764,0.804764,EOCLINGO-L,0.6824209999999999,1116.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.21796875,6.975,0.14840425531914894
GraphColouring,0094-wgc-n80-d30-p31.asp,11545,2574,4.485237,20.117351,90.231086,0.222954,0.049708,0.011083,0.013945,0.804677,0.0,0.972109,2013,0.181291,0.804764,0.804764,EOCLINGO-L,0.680745,1632.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.31875,10.2,0.2170212765957447
GraphColouring,0094-wgc-n80-d30-p40.asp,11545,2574,4.485237,20.117351,90.231086,0.222954,0.049708,0.011083,0.013945,0.804677,0.0,0.972109,2013,0.181291,0.804764,0.804764,EOCLINGO-L,0.681718,2098.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.409765625,13.1125,0.2789893617021277
GraphColouring,0094-wgc-n80-d30-p50.asp,11545,2574,4.485237,20.117351,90.231086,0.222954,0.049708,0.011083,0.013945,0.804677,0.0,0.972109,2013,0.181291,0.804764,0.804764,EOCLINGO-L,0.677845,2565.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.5009765625,16.03125,0.3410904255319149
GraphColouring,0094-wgc-n80-d30-p61.asp,11545,2574,4.485237,20.117351,90.231086,0.222954,0.049708,0.011083,0.013945,0.804677,0.0,0.972109,2013,0.181291,0.804764,0.804764,EOCLINGO-INF-MR,0.682188,3135.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.6123046875,19.59375,0.41688829787234044
GraphColouring,0094-wgc-n80-d30-p68.asp,11545,2574,4.485237,20.117351,90.231086,0.222954,0.049708,0.011083,0.013945,0.804677,0.0,0.972109,2013,0.181291,0.804764,0.804764,EOCLINGO-INF-MR,0.678456,3516.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.68671875,21.975,0.4675531914893617
GraphColouring,0094-wgc-n80-d30-p79.asp,11545,2574,4.485237,20.117351,90.231086,0.222954,0.049708,0.011083,0.013945,0.804677,0.0,0.972109,2013,0.181291,0.804764,0.804764,CLINGO-AMO,0.262282,4044.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.78984375,25.275,0.5377659574468086
GraphColouring,0094-wgc-n80-d30-p8.asp,11545,2574,4.485237,20.117351,90.231086,0.222954,0.049708,0.011083,0.013945,0.804677,0.0,0.972109,2013,0.181291,0.804764,0.804764,CLINGO-AMO,0.1064109999999999,449.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.0876953125,2.80625,0.05970744680851064
GraphColouring,0094-wgc-n80-d30-p89.asp,11545,2574,4.485237,20.117351,90.231086,0.222954,0.049708,0.011083,0.013945,0.804677,0.0,0.972109,2013,0.181291,0.804764,0.804764,CLINGO-AMO,0.55636,4560.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.890625,28.5,0.6063829787234043
GraphColouring,0095-wgc-n80-d30-p18.asp,11965,2644,4.52534,20.478706,92.673114,0.220978,0.048831,0.010791,0.013456,0.805683,0.0,0.973088,2083,0.180777,0.805767,0.805767,EOCLINGO-L,0.686011,953.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.1861328125,5.95625,0.1267287234042553
GraphColouring,0095-wgc-n80-d30-p31.asp,11965,2644,4.52534,20.478706,92.673114,0.220978,0.048831,0.010791,0.013456,0.805683,0.0,0.973088,2083,0.180777,0.805767,0.805767,EOCLINGO-L,0.6847139999999999,1615.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.3154296875,10.09375,0.21476063829787234
GraphColouring,0095-wgc-n80-d30-p38.asp,11965,2644,4.52534,20.478706,92.673114,0.220978,0.048831,0.010791,0.013456,0.805683,0.0,0.973088,2083,0.180777,0.805767,0.805767,EOCLINGO-INF-MR,0.68442,1987.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.3880859375,12.41875,0.2642287234042553
GraphColouring,0095-wgc-n80-d30-p50.asp,11965,2644,4.52534,20.478706,92.673114,0.220978,0.048831,0.010791,0.013456,0.805683,0.0,0.973088,2083,0.180777,0.805767,0.805767,EOCLINGO-INF-MR,0.685579,2566.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.501171875,16.0375,0.34122340425531916
GraphColouring,0095-wgc-n80-d30-p59.asp,11965,2644,4.52534,20.478706,92.673114,0.220978,0.048831,0.010791,0.013456,0.805683,0.0,0.973088,2083,0.180777,0.805767,0.805767,EOCLINGO-L,0.690725,3050.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.595703125,19.0625,0.40558510638297873
GraphColouring,0095-wgc-n80-d30-p69.asp,11965,2644,4.52534,20.478706,92.673114,0.220978,0.048831,0.010791,0.013456,0.805683,0.0,0.973088,2083,0.180777,0.805767,0.805767,AMOCLINGO-L,0.686382,3561.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.6955078125,22.25625,0.4735372340425532
GraphColouring,0095-wgc-n80-d30-p8.asp,11965,2644,4.52534,20.478706,92.673114,0.220978,0.048831,0.010791,0.013456,0.805683,0.0,0.973088,2083,0.180777,0.805767,0.805767,CLINGO-AMO,0.107319,435.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.0849609375,2.71875,0.05784574468085106
GraphColouring,0095-wgc-n80-d30-p80.asp,11965,2644,4.52534,20.478706,92.673114,0.220978,0.048831,0.010791,0.013456,0.805683,0.0,0.973088,2083,0.180777,0.805767,0.805767,CLINGO-AMO,0.483621,4099.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.8005859375,25.61875,0.5450797872340426
GraphColouring,0095-wgc-n80-d30-p89.asp,11965,2644,4.52534,20.478706,92.673114,0.220978,0.048831,0.010791,0.013456,0.805683,0.0,0.973088,2083,0.180777,0.805767,0.805767,CLINGO-AMO,0.124811,4577.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.8939453125,28.60625,0.6086436170212766
GraphColouring,0096-wgc-n80-d30-p19.asp,12193,2682,4.546234,20.668245,93.962681,0.219962,0.048383,0.010643,0.013204,0.8062,0.0,0.973591,2121,0.180513,0.806282,0.806282,EOCLINGO-L,0.692786,1014.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.198046875,6.3375,0.1348404255319149
GraphColouring,0096-wgc-n80-d30-p28.asp,12193,2682,4.546234,20.668245,93.962681,0.219962,0.048383,0.010643,0.013204,0.8062,0.0,0.973591,2121,0.180513,0.806282,0.806282,EOCLINGO-INF-MR,0.69017,1473.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.2876953125,9.20625,0.1958776595744681
GraphColouring,0096-wgc-n80-d30-p39.asp,12193,2682,4.546234,20.668245,93.962681,0.219962,0.048383,0.010643,0.013204,0.8062,0.0,0.973591,2121,0.180513,0.806282,0.806282,EOCLINGO-INF-MR,0.692129,2009.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.3923828125,12.55625,0.26715425531914894
GraphColouring,0096-wgc-n80-d30-p48.asp,12193,2682,4.546234,20.668245,93.962681,0.219962,0.048383,0.010643,0.013204,0.8062,0.0,0.973591,2121,0.180513,0.806282,0.806282,EOCLINGO-INF-MR,0.6930310000000001,2458.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.480078125,15.3625,0.3268617021276596
GraphColouring,0096-wgc-n80-d30-p58.asp,12193,2682,4.546234,20.668245,93.962681,0.219962,0.048383,0.010643,0.013204,0.8062,0.0,0.973591,2121,0.180513,0.806282,0.806282,EOCLINGO-L,0.691964,2996.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.58515625,18.725,0.3984042553191489
GraphColouring,0096-wgc-n80-d30-p71.asp,12193,2682,4.546234,20.668245,93.962681,0.219962,0.048383,0.010643,0.013204,0.8062,0.0,0.973591,2121,0.180513,0.806282,0.806282,CLINGO-AMO,0.454569,3676.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.71796875,22.975,0.4888297872340426
GraphColouring,0096-wgc-n80-d30-p79.asp,12193,2682,4.546234,20.668245,93.962681,0.219962,0.048383,0.010643,0.013204,0.8062,0.0,0.973591,2121,0.180513,0.806282,0.806282,AMOCLINGO-L,0.6838489999999999,4078.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.796484375,25.4875,0.5422872340425532
GraphColouring,0096-wgc-n80-d30-p8.asp,12193,2682,4.546234,20.668245,93.962681,0.219962,0.048383,0.010643,0.013204,0.8062,0.0,0.973591,2121,0.180513,0.806282,0.806282,CLINGO-AMO,0.111895,417.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.0814453125,2.60625,0.05545212765957447
GraphColouring,0096-wgc-n80-d30-p90.asp,12193,2682,4.546234,20.668245,93.962681,0.219962,0.048383,0.010643,0.013204,0.8062,0.0,0.973591,2121,0.180513,0.806282,0.806282,CLINGO-AMO,0.293664,4615.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.9013671875,28.84375,0.6136968085106383
GraphColouring,0097-wgc-n80-d30-p19.asp,11917,2636,4.520865,20.43822,92.398432,0.221197,0.048928,0.010823,0.01351,0.805572,0.0,0.97298,2075,0.180834,0.805656,0.805656,EOCLINGO-INF-MR,0.688018,993.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.1939453125,6.20625,0.13204787234042553
GraphColouring,0097-wgc-n80-d30-p29.asp,11917,2636,4.520865,20.43822,92.398432,0.221197,0.048928,0.010823,0.01351,0.805572,0.0,0.97298,2075,0.180834,0.805656,0.805656,EOCLINGO-INF-MR,0.687553,1514.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.295703125,9.4625,0.20132978723404255
GraphColouring,0097-wgc-n80-d30-p40.asp,11917,2636,4.520865,20.43822,92.398432,0.221197,0.048928,0.010823,0.01351,0.805572,0.0,0.97298,2075,0.180834,0.805656,0.805656,EOCLINGO-INF-MR,0.686959,2058.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.401953125,12.8625,0.27367021276595743
GraphColouring,0097-wgc-n80-d30-p48.asp,11917,2636,4.520865,20.43822,92.398432,0.221197,0.048928,0.010823,0.01351,0.805572,0.0,0.97298,2075,0.180834,0.805656,0.805656,EOCLINGO-L,0.696549,2505.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.4892578125,15.65625,0.33311170212765956
GraphColouring,0097-wgc-n80-d30-p60.asp,11917,2636,4.520865,20.43822,92.398432,0.221197,0.048928,0.010823,0.01351,0.805572,0.0,0.97298,2075,0.180834,0.805656,0.805656,EOCLINGO-L,0.764435,3104.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.60625,19.4,0.4127659574468085
GraphColouring,0097-wgc-n80-d30-p69.asp,11917,2636,4.520865,20.43822,92.398432,0.221197,0.048928,0.010823,0.01351,0.805572,0.0,0.97298,2075,0.180834,0.805656,0.805656,AMOCLINGO-L,0.6844330000000001,3546.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.692578125,22.1625,0.47154255319148936
GraphColouring,0097-wgc-n80-d30-p80.asp,11917,2636,4.520865,20.43822,92.398432,0.221197,0.048928,0.010823,0.01351,0.805572,0.0,0.97298,2075,0.180834,0.805656,0.805656,AMOCLINGO-L,0.684009,4120.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.8046875,25.75,0.5478723404255319
GraphColouring,0097-wgc-n80-d30-p88.asp,11917,2636,4.520865,20.43822,92.398432,0.221197,0.048928,0.010823,0.01351,0.805572,0.0,0.97298,2075,0.180834,0.805656,0.805656,AMOCLINGO-L,0.681592,4546.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.887890625,28.4125,0.6045212765957447
GraphColouring,0097-wgc-n80-d30-p9.asp,11917,2636,4.520865,20.43822,92.398432,0.221197,0.048928,0.010823,0.01351,0.805572,0.0,0.97298,2075,0.180834,0.805656,0.805656,CLINGO-AMO,0.126091,478.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.093359375,2.9875,0.06356382978723404
GraphColouring,0098-wgc-n80-d30-p11.asp,11629,2588,4.493431,20.190924,90.726529,0.222547,0.049527,0.011022,0.013845,0.804884,0.0,0.972311,2027,0.181185,0.80497,0.80497,WASP-AMO,0.129506,565.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.1103515625,3.53125,0.07513297872340426
GraphColouring,0098-wgc-n80-d30-p21.asp,11629,2588,4.493431,20.190924,90.726529,0.222547,0.049527,0.011022,0.013845,0.804884,0.0,0.972311,2027,0.181185,0.80497,0.80497,EOCLINGO-INF-MR,0.6817920000000001,1121.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.2189453125,7.00625,0.1490691489361702
GraphColouring,0098-wgc-n80-d30-p30.asp,11629,2588,4.493431,20.190924,90.726529,0.222547,0.049527,0.011022,0.013845,0.804884,0.0,0.972311,2027,0.181185,0.80497,0.80497,EOCLINGO-L,0.6863170000000001,1542.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.301171875,9.6375,0.2050531914893617
GraphColouring,0098-wgc-n80-d30-p39.asp,11629,2588,4.493431,20.190924,90.726529,0.222547,0.049527,0.011022,0.013845,0.804884,0.0,0.972311,2027,0.181185,0.80497,0.80497,EOCLINGO-L,0.681811,2003.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.3912109375,12.51875,0.2663563829787234
GraphColouring,0098-wgc-n80-d30-p48.asp,11629,2588,4.493431,20.190924,90.726529,0.222547,0.049527,0.011022,0.013845,0.804884,0.0,0.972311,2027,0.181185,0.80497,0.80497,EOCLINGO-INF-MR,0.683446,2469.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.4822265625,15.43125,0.3283244680851064
GraphColouring,0098-wgc-n80-d30-p61.asp,11629,2588,4.493431,20.190924,90.726529,0.222547,0.049527,0.011022,0.013845,0.804884,0.0,0.972311,2027,0.181185,0.80497,0.80497,EOCLINGO-L,0.679085,3151.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.6154296875,19.69375,0.41901595744680853
GraphColouring,0098-wgc-n80-d30-p71.asp,11629,2588,4.493431,20.190924,90.726529,0.222547,0.049527,0.011022,0.013845,0.804884,0.0,0.972311,2027,0.181185,0.80497,0.80497,EOCLINGO-L,0.6803570000000001,3681.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.7189453125,23.00625,0.48949468085106385
GraphColouring,0098-wgc-n80-d30-p80.asp,11629,2588,4.493431,20.190924,90.726529,0.222547,0.049527,0.011022,0.013845,0.804884,0.0,0.972311,2027,0.181185,0.80497,0.80497,CLINGO-AMO,0.28227,4120.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.8046875,25.75,0.5478723404255319
GraphColouring,0098-wgc-n80-d30-p90.asp,11629,2588,4.493431,20.190924,90.726529,0.222547,0.049527,0.011022,0.013845,0.804884,0.0,0.972311,2027,0.181185,0.80497,0.80497,AMOCLINGO-L,0.6809609999999999,4630.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.904296875,28.9375,0.6156914893617021
GraphColouring,0099-wgc-n80-d30-p11.asp,11377,2546,4.468578,19.968191,89.229421,0.223785,0.05008,0.011207,0.014151,0.804254,0.0,0.971697,1985,0.181507,0.804342,0.804342,CLINGO-AMO,0.11847,588.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.11484375,3.675,0.07819148936170213
GraphColouring,0099-wgc-n80-d30-p19.asp,11377,2546,4.468578,19.968191,89.229421,0.223785,0.05008,0.011207,0.014151,0.804254,0.0,0.971697,1985,0.181507,0.804342,0.804342,EOCLINGO-INF-MR,0.6798930000000001,973.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.1900390625,6.08125,0.12938829787234044
GraphColouring,0099-wgc-n80-d30-p31.asp,11377,2546,4.468578,19.968191,89.229421,0.223785,0.05008,0.011207,0.014151,0.804254,0.0,0.971697,1985,0.181507,0.804342,0.804342,EOCLINGO-L,0.676889,1635.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.3193359375,10.21875,0.21742021276595744
GraphColouring,0099-wgc-n80-d30-p40.asp,11377,2546,4.468578,19.968191,89.229421,0.223785,0.05008,0.011207,0.014151,0.804254,0.0,0.971697,1985,0.181507,0.804342,0.804342,EOCLINGO-L,0.678763,2080.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.40625,13.0,0.2765957446808511
GraphColouring,0099-wgc-n80-d30-p51.asp,11377,2546,4.468578,19.968191,89.229421,0.223785,0.05008,0.011207,0.014151,0.804254,0.0,0.971697,1985,0.181507,0.804342,0.804342,EOCLINGO-L,0.6821,2660.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.51953125,16.625,0.3537234042553192
GraphColouring,0099-wgc-n80-d30-p59.asp,11377,2546,4.468578,19.968191,89.229421,0.223785,0.05008,0.011207,0.014151,0.804254,0.0,0.971697,1985,0.181507,0.804342,0.804342,EOCLINGO-L,0.678215,3060.0,5120.0,7520.0,160.0,4960.0,0.6808510638297872,0.59765625,19.125,0.40691489361702127
