folder,instance,config,runsolver_user_time,runsolver_system_time,cpu_time
AMOSUM_GraphColouring_old,/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/training-instances-gc/0133-wgc-n100-d50-p78.asp,"sh -c 'amoclingo -e=/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/encoding-amosum-amo.asp -l=false -m=minfly -lg=cpp -i=""$0""'",1.01861,0.051946,1.070556
AMOSUM_GraphColouring_old,/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/training-instances-gc/0120-wgc-n80-d70-p51.asp,"sh -c 'amoclingo -e=/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/encoding-amosum-amo.asp -l=false -m=minfly -lg=cpp -i=""$0""'",1.19552,0.09538,1.2909
AMOSUM_GraphColouring_old,/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/training-instances-gc/0063-wgc-n60-d30-p91.asp,"sh -c 'amoclingo -e=/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/encoding-amosum-amo.asp -l=false -m=minfly -lg=cpp -i=""$0""'",0.571658,0.045967,0.617625
AMOSUM_GraphColouring_old,/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/training-instances-gc/0057-wgc-n40-d70-p70.asp,"sh -c 'amoclingo -e=/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/encoding-amosum-amo.asp -l=false -m=minfly -lg=cpp -i=""$0""'",0.55174,0.056998,0.608738
AMOSUM_GraphColouring_old,/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/training-instances-gc/0054-wgc-n40-d70-p69.asp,"sh -c 'amoclingo -e=/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/encoding-amosum-amo.asp -l=false -m=minfly -lg=cpp -i=""$0""'",0.55137,0.055833,0.607203
AMOSUM_GraphColouring_old,/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/training-instances-gc/0093-wgc-n80-d30-p28.asp,"sh -c 'amoclingo -e=/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/encoding-amosum-amo.asp -l=false -m=minfly -lg=cpp -i=""$0""'",1204.81,0.219282,1205.029282
AMOSUM_GraphColouring_old,/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/training-instances-gc/0095-wgc-n80-d30-p18.asp,"sh -c 'amoclingo -e=/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/encoding-amosum-amo.asp -l=false -m=minfly -lg=cpp -i=""$0""'",15.5389,0.094298,15.633198
AMOSUM_GraphColouring_old,/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/training-instances-gc/0066-wgc-n60-d30-p40.asp,"sh -c 'amoclingo -e=/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/encoding-amosum-amo.asp -l=false -m=minfly -lg=cpp -i=""$0""'",1.31602,0.075507,1.391527
AMOSUM_GraphColouring_old,/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/training-instances-gc/0131-wgc-n100-d50-p19.asp,"sh -c 'amoclingo -e=/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/encoding-amosum-amo.asp -l=false -m=minfly -lg=cpp -i=""$0""'",1204.78,0.182968,1204.962968
AMOSUM_GraphColouring_old,/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/training-instances-gc/0122-wgc-n100-d30-p38.asp,"sh -c 'amoclingo -e=/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/encoding-amosum-amo.asp -l=false -m=minfly -lg=cpp -i=""$0""'",250.363,0.143449,250.506449
